ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
147129;932;ŠENTJANŽ;LJUBNO;765/5;1;;;1/1;;;;
147132;932;ŠENTJANŽ;LJUBNO;765/6;1;;;1/1;;;;
164645;1871;TRBOVLJE;TRBOVLJE;726/17;5;;;1/1;;;;
164645;1871;TRBOVLJE;TRBOVLJE;726/6;1;;;1/1;;;;
190592;2420;ŠTJAK;KOMEN;3027;1;;;1/1;;266;;
191718;2594;ANKARAN;ANKARAN;721/11;7;;;1/1;;30;;
199173;2442;ŠTORJE;SEŽANA;2468;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;237;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2898;5;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2140/1;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;244;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1463;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1006;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2021;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1873;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2533;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1455;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2713;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2480;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;366;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1681;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1398;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;889;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;67/1;5;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;228;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;*41;5;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2682;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;670/1;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2627;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2778;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;225;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2544;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2469;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2650;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;*45/2;5;;;1/15;;;;
199173;2441;DOLENJA VAS;DIVAČA;1760;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1592;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1007;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2038;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1928;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2599;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1612;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1023;7;;;1/15;;;;
199173;2441;DOLENJA VAS;DIVAČA;1974/197;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2051;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2003;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2519;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1452;7;;;1/15;;;;
199173;2441;DOLENJA VAS;DIVAČA;1732/1;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2140/2;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1654/2;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;67/2;5;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;*39/3;5;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;996;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2513;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2461;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;243;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2123;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;365;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1460;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1003;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;888;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1859;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;227;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;480;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;912;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2625;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2769;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;233;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2472;7;;;1/15;;;;
199173;2441;DOLENJA VAS;DIVAČA;1732/2;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2899;5;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1605;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1008;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2049;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2000;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2858/7;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2577;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1654/1;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1397;7;;;1/15;;;;
199173;2441;DOLENJA VAS;DIVAČA;1974/20;9;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2052;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2512/1;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;*39/2;5;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;1400;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;935;7;;;1/15;;;;
199173;2442;ŠTORJE;SEŽANA;2631;7;;;1/15;;;;
200675;2592;JERNEJ;KOPER;3768/2;1;;;1/1;;334;;
200675;2592;JERNEJ;KOPER;3767/3;5;;;1/1;;626;;
204785;1588;BOSLJIVA LOKA;KOSTEL;3032/1;7;;;1/1;;341;;
209793;2411;ŠKRBINA;KOMEN;625;7;;;1/1;;2849;;
209793;2411;ŠKRBINA;KOMEN;1925;7;;;1/1;;2949;;
209793;2411;ŠKRBINA;KOMEN;1300;7;;;1/1;;2144;;
209793;2411;ŠKRBINA;KOMEN;1927;7;;;1/1;;94;;
213350;2626;IZOLA;IZOLA;1894;5;;;1/1;;144;;
213403;2621;GRADIN;KOPER;*164/3;5;;;1/2;;133;;
213403;2621;GRADIN;KOPER;*165/3;5;;;1/2;;94;;
216648;2461;DANE;DIVAČA;60/7;5;;;1/1;;1021;;
219117;1199;KRISTAN VRH;ŠMARJE PRI JELŠAH;1014/2;7;;;1/5;;29;;
219117;1199;KRISTAN VRH;ŠMARJE PRI JELŠAH;1013/3;7;;;1/5;;1309;;
219117;1199;KRISTAN VRH;ŠMARJE PRI JELŠAH;1013/5;7;;;1/1;;60;;
219117;1199;KRISTAN VRH;ŠMARJE PRI JELŠAH;*193;5;;;1/5;;48;;
