ID Posla;Vrsta kupoprodajnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena cena / Odškodnina;Vključenost DDV;Stopnja DDV;Datum izteka lizinga;Datum prenehanja lizinga;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
632168;1;10.01.2022;25.10.2021;8600;0;;;;;;05.04.2022;10.01.2022;1;4
632169;1;10.01.2022;15.11.2021;84000;0;;;;;;05.04.2022;10.01.2022;1;2
632174;1;10.01.2022;09.11.2021;100000;0;;;;;;05.04.2022;10.01.2022;1;2
632177;1;10.01.2022;10.11.2021;104000;0;;;;;;05.04.2022;10.01.2022;1;2
632182;1;10.01.2022;27.10.2021;2746;0;;;;;;05.04.2022;10.01.2022;1;1
632195;1;10.01.2022;11.11.2021;9200;0;;;;;;05.04.2022;10.01.2022;1;2
632200;1;10.01.2022;18.11.2021;249000;0;;;;;;05.04.2022;10.01.2022;1;2
632205;1;10.01.2022;18.11.2021;45000;0;;;;;;05.04.2022;10.01.2022;1;2
632224;1;10.01.2022;11.10.2021;35000;0;;;;;;05.04.2022;10.01.2022;1;2
632228;1;10.01.2022;15.11.2021;100000;0;;;;;;05.04.2022;10.01.2022;1;3
632229;1;10.01.2022;17.11.2021;1000;0;;;;;;05.04.2022;10.01.2022;1;4
632245;1;10.01.2022;17.11.2021;150000;0;;;;;;05.04.2022;10.01.2022;1;2
632246;1;10.01.2022;17.11.2021;70000;0;;;;;;05.04.2022;10.01.2022;1;2
632268;1;10.01.2022;15.11.2021;173000;0;;;;;;05.04.2022;10.01.2022;1;2
632277;1;10.01.2022;12.11.2021;110000;0;;;;;;05.04.2022;10.01.2022;1;2
632278;1;10.01.2022;19.11.2021;84500;0;;;;;;05.04.2022;10.01.2022;1;2
632280;1;10.01.2022;15.11.2021;46000;0;;;;;;05.04.2022;10.01.2022;1;2
632289;1;10.01.2022;19.11.2021;239687,9;0;;;;;;05.04.2022;10.01.2022;1;2
632291;1;10.01.2022;23.11.2021;80000;0;;;;;;05.04.2022;10.01.2022;1;2
632292;1;10.01.2022;12.11.2021;13200;0;;;;;;05.04.2022;10.01.2022;1;2
632298;1;10.01.2022;18.11.2021;2000;0;;;;;;05.04.2022;10.01.2022;1;1
632321;1;10.01.2022;25.10.2021;8000;0;;;;;;05.04.2022;10.01.2022;1;2
632329;1;10.01.2022;22.11.2021;95000;0;;;;;;05.04.2022;10.01.2022;1;2
632338;1;10.01.2022;19.11.2021;80000;0;;;;;;05.04.2022;10.01.2022;1;2
632344;1;10.01.2022;14.11.2021;59500;0;;;;;;05.04.2022;10.01.2022;1;2
632366;1;10.01.2022;22.11.2021;30000;0;;;;;;05.04.2022;10.01.2022;1;2
632379;1;10.01.2022;23.11.2021;58000;0;;;;;;05.04.2022;10.01.2022;1;2
632384;1;10.01.2022;01.11.2021;262000;0;;;;;;05.04.2022;10.01.2022;1;2
632411;1;10.01.2022;23.11.2021;120000;0;;;;;;05.04.2022;10.01.2022;1;3
632418;1;10.01.2022;17.08.2021;5000;0;;;;;;05.04.2022;10.01.2022;1;3
632426;1;10.01.2022;25.11.2021;86000;0;;;;;;05.04.2022;10.01.2022;1;2
632439;1;10.01.2022;23.11.2021;48000;0;;;;;;05.04.2022;10.01.2022;1;2
632464;1;10.01.2022;16.11.2021;3800;0;;;;;;05.04.2022;10.01.2022;1;2
632481;1;10.01.2022;03.06.2021;4000;0;;;;;;05.04.2022;10.01.2022;1;3
632484;1;10.01.2022;26.11.2021;20000;0;;;;;;02.06.2023;10.01.2022;1;3
632486;1;10.01.2022;24.11.2021;12000;0;;;;;;05.04.2022;10.01.2022;1;2
632491;1;10.01.2022;26.11.2021;2200;0;;;;;;05.04.2022;10.01.2022;1;2
632492;1;10.01.2022;17.11.2021;126000;0;;;;;;05.04.2022;10.01.2022;1;2
632499;1;10.01.2022;19.11.2021;50000;0;;;;;;05.04.2022;10.01.2022;1;2
632503;1;10.01.2022;25.11.2021;210000;0;;;;;;05.04.2022;10.01.2022;1;2
632505;1;10.01.2022;04.11.2021;200;0;;;;;;05.04.2022;10.01.2022;1;1
632506;1;10.01.2022;26.11.2021;115000;0;;;;;;05.04.2022;10.01.2022;1;2
632509;1;10.01.2022;28.11.2021;1296;0;;;;;;10.01.2022;10.01.2022;1;5
632536;1;10.01.2022;29.11.2021;348000;0;;;;;;05.04.2022;10.01.2022;1;4
632537;1;10.01.2022;25.11.2021;1325;0;;;;;;05.04.2022;10.01.2022;1;1
632541;1;10.01.2022;26.11.2021;15300;0;;;;;;05.04.2022;10.01.2022;1;2
632546;1;10.01.2022;16.11.2021;7853,25;0;;;;;;05.04.2022;10.01.2022;1;3
632549;1;10.01.2022;08.11.2021;60000;0;;;;;;05.04.2022;10.01.2022;1;2
632550;1;10.01.2022;27.11.2021;225000;0;;;;;;05.04.2022;10.01.2022;1;2
632558;1;10.01.2022;17.11.2021;48000;0;;;;;;05.04.2022;10.01.2022;1;2
632566;1;10.01.2022;19.11.2021;5725;0;;;;;;05.04.2022;10.01.2022;1;1
632568;1;10.01.2022;28.11.2021;162000;0;;;;;;05.04.2022;10.01.2022;1;2
632571;1;10.01.2022;18.11.2021;130000;0;;;;;;05.04.2022;10.01.2022;1;2
632573;1;10.01.2022;24.11.2021;10493,95;0;;;;;;05.04.2022;10.01.2022;1;2
632589;1;10.01.2022;23.11.2021;120000;0;;;;;;05.04.2022;10.01.2022;1;2
632590;1;10.01.2022;29.11.2021;230000;0;;;;;;05.04.2022;10.01.2022;1;2
632603;1;10.01.2022;22.11.2021;81501;0;;;;;;05.04.2022;10.01.2022;1;2
632605;1;10.01.2022;24.11.2021;5500;0;;;;;;05.04.2022;10.01.2022;1;2
632625;1;10.01.2022;28.10.2021;760;0;;;;;;05.04.2022;10.01.2022;1;2
632641;1;10.01.2022;17.11.2021;6600;0;;;;;;05.04.2022;10.01.2022;1;3
632643;1;10.01.2022;29.11.2021;12000;0;;;;;;05.04.2022;10.01.2022;1;2
632653;1;10.01.2022;29.11.2021;56581;0;;;;;;05.04.2022;10.01.2022;1;2
632662;1;10.01.2022;12.11.2021;16586;0;;;;;;05.04.2022;10.01.2022;1;1
632666;1;10.01.2022;29.11.2021;160000;0;;;;;;05.04.2022;10.01.2022;1;2
632671;1;10.01.2022;29.10.2021;168000;0;;;;;;05.04.2022;10.01.2022;1;2
632689;1;10.01.2022;09.11.2021;500;0;;;;;;05.04.2022;10.01.2022;1;2
632714;1;10.01.2022;30.11.2021;163000;0;;;;;;05.04.2022;10.01.2022;1;2
632720;1;10.01.2022;21.10.2021;27270,01;0;;;;;;05.04.2022;10.01.2022;1;2
632732;1;10.01.2022;26.10.2021;26570;0;;;;;;05.04.2022;10.01.2022;1;1
632735;1;10.01.2022;29.11.2021;60000;0;;;;;;05.04.2022;10.01.2022;1;2
632739;1;10.01.2022;01.12.2021;18000;0;;;;;;05.04.2022;10.01.2022;1;2
632744;1;10.01.2022;01.12.2021;4000;0;;;;;;05.04.2022;10.01.2022;1;1
632747;1;10.01.2022;02.12.2021;16510;0;;;;;;05.04.2022;10.01.2022;1;2
632755;1;10.01.2022;26.11.2021;7000;0;;;;;;05.04.2022;10.01.2022;1;2
632760;1;10.01.2022;15.11.2021;6005;0;;;;;;05.04.2022;10.01.2022;1;2
632771;1;10.01.2022;01.12.2021;9133;0;;;;;;05.04.2022;10.01.2022;1;3
632792;1;10.01.2022;01.12.2021;40000;0;;;;;;05.04.2022;10.01.2022;1;2
632793;1;10.01.2022;30.11.2021;40584;0;;;;;;05.04.2022;10.01.2022;1;1
632802;1;10.01.2022;28.10.2021;4059,2;0;;;;;;05.04.2022;10.01.2022;1;3
632810;1;10.01.2022;01.12.2021;89000;0;;;;;;05.04.2022;10.01.2022;1;4
632814;1;10.01.2022;17.11.2021;50000;0;;;;;;05.04.2022;10.01.2022;1;3
632824;1;10.01.2022;01.12.2021;10000;0;;;;;;05.04.2022;10.01.2022;1;2
632849;1;10.01.2022;27.10.2021;11000;0;;;;;;05.04.2022;10.01.2022;1;2
632850;1;10.01.2022;25.11.2021;280000;0;;;;;;05.04.2022;10.01.2022;1;2
632853;1;10.01.2022;01.12.2021;260000;0;;;;;;05.04.2022;10.01.2022;1;2
632860;1;10.01.2022;01.12.2021;116000;0;;;;;;05.04.2022;10.01.2022;1;2
632871;1;10.01.2022;23.11.2021;5200;0;;;;;;05.04.2022;10.01.2022;1;1
632878;1;10.01.2022;03.12.2021;80000;0;;;;;;05.04.2022;10.01.2022;1;3
632891;1;10.01.2022;22.11.2021;120500;0;;;;;;05.04.2022;10.01.2022;1;2
632906;1;10.01.2022;03.12.2021;105000;0;;;;;;05.04.2022;10.01.2022;1;2
632907;1;10.01.2022;06.12.2021;85000;0;;;;;;05.04.2022;10.01.2022;1;2
632912;1;10.01.2022;03.11.2021;65000;0;;;;;;05.04.2022;10.01.2022;1;2
632918;1;10.01.2022;02.12.2021;15000;0;;;;;;05.04.2022;10.01.2022;1;2
632932;1;10.01.2022;26.11.2021;103000;0;;;;;;05.04.2022;10.01.2022;1;2
632943;1;10.01.2022;09.04.2021;10090;0;;;;;;05.04.2022;10.01.2022;1;2
632948;1;10.01.2022;03.12.2021;50000;0;;;;;;05.04.2022;10.01.2022;1;2
632950;1;10.01.2022;06.12.2021;151000;0;;;;;;05.04.2022;10.01.2022;1;2
632963;1;10.01.2022;08.12.2021;17500;0;;;;;;05.04.2022;10.01.2022;1;2
632967;1;10.01.2022;24.11.2021;50000;0;;;;;;05.04.2022;10.01.2022;1;2
632969;1;10.01.2022;01.12.2021;1000;0;;;;;;05.04.2022;10.01.2022;1;2
632970;1;10.01.2022;02.12.2021;8400;0;;;;;;05.04.2022;10.01.2022;1;1
632981;1;10.01.2022;25.11.2021;4240;0;;;;;;05.04.2022;10.01.2022;1;4
632984;1;10.01.2022;02.12.2021;139500;0;;;;;;05.04.2022;10.01.2022;1;4
633002;1;10.01.2022;26.11.2021;28857,6;0;;;;;;05.04.2022;10.01.2022;1;3
633009;1;10.01.2022;01.09.2021;1633;0;;;;;;05.04.2022;10.01.2022;1;3
633012;1;10.01.2022;03.12.2021;150000;0;;;;;;05.04.2022;10.01.2022;1;2
633018;1;10.01.2022;03.12.2021;3229,16;0;;;;;;05.04.2022;10.01.2022;1;3
633021;1;10.01.2022;07.11.2021;9000;0;;;;;;05.04.2022;10.01.2022;1;2
633022;1;10.01.2022;04.12.2021;425780;0;;;;;;05.04.2022;10.01.2022;1;2
633030;1;10.01.2022;11.11.2021;4804,8;0;;;;;;05.04.2022;10.01.2022;1;2
633052;1;10.01.2022;09.12.2021;35295,6;0;;;;;;05.04.2022;10.01.2022;1;2
633060;1;10.01.2022;19.03.2021;18000;0;;;;;;05.04.2022;10.01.2022;1;1
633064;1;10.01.2022;24.11.2021;12929;0;;;;;;05.04.2022;10.01.2022;1;2
633070;1;10.01.2022;30.11.2021;175000;0;;;;;;05.04.2022;10.01.2022;1;2
633071;1;10.01.2022;09.12.2021;138961;0;;;;;;05.04.2022;10.01.2022;1;2
633072;1;10.01.2022;03.12.2021;5000;0;;;;;;05.04.2022;10.01.2022;1;3
633073;1;10.01.2022;09.12.2021;43500;0;;;;;;05.04.2022;10.01.2022;1;2
633076;1;10.01.2022;03.12.2021;200;0;;;;;;05.04.2022;10.01.2022;1;2
633077;1;10.01.2022;30.11.2021;52000;0;;;;;;05.04.2022;10.01.2022;1;2
633081;1;10.01.2022;09.12.2021;16400;0;;;;;;05.04.2022;10.01.2022;1;2
633085;1;10.01.2022;24.11.2021;70000;0;;;;;;05.04.2022;10.01.2022;1;2
633090;1;10.01.2022;08.12.2021;26500;0;;;;;;05.04.2022;10.01.2022;1;2
633099;1;10.01.2022;03.12.2021;1055;0;;;;;;05.04.2022;10.01.2022;1;2
633101;1;10.01.2022;10.12.2021;40000;0;;;;;;05.04.2022;10.01.2022;1;2
633105;1;10.01.2022;23.11.2021;1000;0;;;;;;05.04.2022;10.01.2022;1;1
633132;1;10.01.2022;24.11.2021;50;0;;;;;;05.04.2022;10.01.2022;1;3
633148;1;10.01.2022;10.12.2021;2878;0;;;;;;05.04.2022;10.01.2022;1;2
633156;1;10.01.2022;08.12.2021;45000;0;;;;;;05.04.2022;10.01.2022;1;2
633167;1;10.01.2022;10.12.2021;135000;0;;;;;;05.04.2022;10.01.2022;1;2
633168;1;10.01.2022;03.11.2021;14000;0;;;;;;05.04.2022;10.01.2022;1;2
633170;1;10.01.2022;06.12.2021;40000;0;;;;;;05.04.2022;10.01.2022;1;2
633178;1;10.01.2022;13.11.2021;110000;0;;;;;;05.04.2022;10.01.2022;1;2
633184;1;10.01.2022;10.12.2021;153000;0;;;;;;05.04.2022;10.01.2022;1;2
633195;1;10.01.2022;08.12.2021;8000;0;;;;;;05.04.2022;10.01.2022;1;2
633206;1;10.01.2022;19.10.2021;15204;0;;;;;;05.04.2022;10.01.2022;1;3
633211;1;10.01.2022;09.12.2021;265000;0;;;;;;05.04.2022;10.01.2022;1;2
633216;1;10.01.2022;22.11.2021;1500;0;;;;;;05.04.2022;10.01.2022;1;4
633235;1;10.01.2022;28.10.2021;50166,93;0;;;;;;05.04.2022;10.01.2022;1;4
633240;1;10.01.2022;13.12.2021;170000;0;;;;;;05.04.2022;10.01.2022;1;2
633243;1;10.01.2022;10.12.2021;147000;0;;;;;;05.04.2022;10.01.2022;1;2
633265;1;10.01.2022;10.12.2021;185000;0;;;;;;05.04.2022;10.01.2022;1;2
633281;1;10.01.2022;13.12.2021;70000;0;;;;;;05.04.2022;10.01.2022;1;2
633282;1;10.01.2022;14.12.2021;2000;0;;;;;;05.04.2022;10.01.2022;1;4
633291;1;10.01.2022;16.10.2021;1452;0;;;;;;05.04.2022;10.01.2022;1;2
633308;1;10.01.2022;15.12.2021;61000;0;;;;;;05.04.2022;10.01.2022;1;2
633352;1;10.01.2022;10.12.2021;18000;0;;;;;;05.04.2022;10.01.2022;1;3
633355;1;10.01.2022;16.11.2021;18493;0;;;;;;05.04.2022;10.01.2022;1;2
633357;1;10.01.2022;03.12.2021;71000;0;;;;;;05.04.2022;10.01.2022;1;2
633366;1;10.01.2022;09.12.2021;13717;0;;;;;;05.04.2022;10.01.2022;1;2
633381;1;10.01.2022;03.12.2021;120000;0;;;;;;05.04.2022;10.01.2022;1;2
633418;1;10.01.2022;14.12.2021;7000;0;;;;;;05.04.2022;10.01.2022;1;2
633429;1;10.01.2022;14.12.2021;4500;0;;;;;;05.04.2022;10.01.2022;1;2
633430;1;10.01.2022;01.12.2021;10000;0;;;;;;05.04.2022;10.01.2022;1;2
633439;1;10.01.2022;15.12.2021;4516;0;;;;;;05.04.2022;10.01.2022;1;1
633444;1;10.01.2022;29.11.2021;6800;0;;;;;;05.04.2022;10.01.2022;1;1
633446;1;10.01.2022;30.04.2021;420;0;;;;;;05.04.2022;10.01.2022;1;3
633461;1;10.01.2022;20.12.2021;43000;0;;;;;;05.04.2022;10.01.2022;1;2
633488;1;10.01.2022;03.11.2021;12400;0;;;;;;05.04.2022;10.01.2022;1;2
633489;1;10.01.2022;20.12.2021;7200;0;;;;;;05.04.2022;10.01.2022;1;2
633496;1;10.01.2022;07.12.2021;34520;0;;;;;;05.04.2022;10.01.2022;1;3
633497;1;10.01.2022;10.12.2021;92190;0;;;;;;05.04.2022;10.01.2022;1;2
633509;1;10.01.2022;17.12.2021;85000;0;;;;;;05.04.2022;10.01.2022;1;2
633512;1;10.01.2022;16.12.2021;70000;0;;;;;;05.04.2022;10.01.2022;1;2
633514;1;10.01.2022;16.12.2021;82000;0;;;;;;05.04.2022;10.01.2022;1;2
633520;1;10.01.2022;08.12.2021;15000;0;;;;;;05.04.2022;10.01.2022;1;1
633522;1;10.01.2022;14.12.2021;57000;0;;;;;;05.04.2022;10.01.2022;1;2
633523;1;10.01.2022;03.12.2021;145000;0;;;;;;05.04.2022;10.01.2022;1;2
633542;1;10.01.2022;17.12.2021;73000;0;;;;;;05.04.2022;10.01.2022;1;2
633544;1;10.01.2022;27.10.2021;10000;0;;;;;;05.04.2022;10.01.2022;1;4
633550;1;10.01.2022;17.12.2021;13647,5;0;;;;;;05.04.2022;10.01.2022;1;1
633551;1;10.01.2022;09.09.2021;1500,93;0;;;;;;05.04.2022;10.01.2022;1;2
633564;1;10.01.2022;18.12.2021;8500;0;;;;;;05.04.2022;10.01.2022;1;2
633566;1;10.01.2022;10.12.2021;50000;0;;;;;;05.04.2022;10.01.2022;1;2
633567;1;10.01.2022;17.12.2021;62000;0;;;;;;05.04.2022;10.01.2022;1;2
633571;1;10.01.2022;21.12.2021;4450;0;;;;;;05.04.2022;10.01.2022;1;3
633582;1;10.01.2022;04.10.2021;577;0;;;;;;05.04.2022;10.01.2022;1;2
633600;1;10.01.2022;16.12.2021;250000;0;;;;;;05.04.2022;10.01.2022;1;2
633604;1;10.01.2022;22.12.2021;11000;0;;;;;;05.04.2022;10.01.2022;1;2
633607;1;10.01.2022;20.12.2021;60000;0;;;;;;05.04.2022;10.01.2022;1;2
633614;1;10.01.2022;08.12.2021;243;0;;;;;;05.04.2022;10.01.2022;1;2
633645;2;10.01.2022;27.08.2021;723;0;;;;;;05.04.2022;10.01.2022;1;2
633658;1;10.01.2022;19.11.2021;35800;0;;;;;;05.04.2022;10.01.2022;1;2
633661;1;10.01.2022;02.07.2021;37000;0;;;;;;05.04.2022;10.01.2022;1;2
633662;1;10.01.2022;20.12.2021;72600;0;;;;;;05.04.2022;10.01.2022;1;2
633685;1;10.01.2022;13.11.2021;310000;0;;;;;;05.04.2022;10.01.2022;1;2
633709;1;10.01.2022;04.08.2021;500;0;;;;;;05.04.2022;10.01.2022;1;4
633711;1;10.01.2022;04.08.2021;500;0;;;;;;05.04.2022;10.01.2022;1;4
633712;1;10.01.2022;11.10.2021;2920;0;;;;;;05.04.2022;10.01.2022;1;1
633721;1;10.01.2022;02.12.2021;22000;0;;;;;;05.04.2022;10.01.2022;1;3
633725;2;10.01.2022;19.11.2021;57367,35;0;;;;;;05.04.2022;10.01.2022;1;3
633726;2;10.01.2022;30.11.2021;600;0;;;;;;02.06.2023;10.01.2022;1;3
633730;2;10.01.2022;20.12.2021;12500;0;;;;;;05.04.2022;10.01.2022;1;3
633740;3;10.01.2022;10.11.2021;16994,77;0;;;;;;05.04.2022;10.01.2022;1;3
633747;3;10.01.2022;03.12.2021;91000;0;;;;;;05.04.2022;10.01.2022;1;3
633748;3;10.01.2022;02.12.2021;3800;0;;;;;;05.04.2022;10.01.2022;1;3
633751;3;10.01.2022;09.12.2021;139000;0;;;;;;05.04.2022;10.01.2022;1;3
633760;4;10.01.2022;02.12.2021;92000;0;;;;;;10.01.2022;10.01.2022;1;4
633771;2;10.01.2022;15.12.2021;74200;0;;;;;;05.04.2022;10.01.2022;1;3
633774;2;10.01.2022;15.12.2021;8000;0;;;;;;05.04.2022;10.01.2022;1;2
633780;3;10.01.2022;15.11.2021;551,17;0;;;;;;05.04.2022;10.01.2022;1;3
633802;1;10.01.2022;21.05.2021;29000;0;;;;;;05.04.2022;10.01.2022;1;1
633803;1;10.01.2022;05.06.2021;10000;0;;;;;;05.04.2022;10.01.2022;1;2
633831;1;10.01.2022;29.10.2021;217526;0;;;;;;05.04.2022;10.01.2022;1;2
633851;1;10.01.2022;19.10.2021;2500;0;;;;;;05.04.2022;10.01.2022;1;1
633853;1;10.01.2022;08.11.2021;19156;0;;;;;;05.04.2022;10.01.2022;1;3
633857;1;10.01.2022;27.10.2021;46360;0;;;;;;05.04.2022;10.01.2022;1;4
633869;1;10.01.2022;07.08.2021;6500;0;;;;;;05.04.2022;10.01.2022;1;3
633874;1;10.01.2022;12.10.2021;6500;0;;;;;;05.04.2022;10.01.2022;1;2
633895;1;10.01.2022;17.11.2021;150000;0;;;;;;05.04.2022;10.01.2022;1;4
633898;1;10.01.2022;09.06.2021;13000;0;;;;;;05.04.2022;10.01.2022;1;1
633907;1;10.01.2022;22.10.2021;2500;0;;;;;;05.04.2022;10.01.2022;1;2
633910;1;10.01.2022;22.10.2021;8000;0;;;;;;05.04.2022;10.01.2022;1;2
633929;1;10.01.2022;19.10.2021;85;0;;;;;;05.04.2022;10.01.2022;1;2
633930;1;10.01.2022;23.09.2021;35000;0;;;;;;05.04.2022;10.01.2022;1;2
633932;1;10.01.2022;17.11.2021;4384;0;;;;;;05.04.2022;10.01.2022;1;1
633975;1;10.01.2022;28.10.2021;572,4;0;;;;;;05.04.2022;10.01.2022;1;2
633981;1;10.01.2022;22.11.2021;4500;0;;;;;;05.04.2022;10.01.2022;1;1
633982;1;10.01.2022;11.11.2021;161424;0;;;;;;05.04.2022;10.01.2022;1;3
633984;1;10.01.2022;24.11.2021;21448;0;;;;;;05.04.2022;10.01.2022;1;1
633991;1;10.01.2022;25.11.2021;608000;0;;;;;;05.04.2022;10.01.2022;1;2
633994;1;10.01.2022;25.11.2021;52000;0;;;;;;05.04.2022;10.01.2022;1;2
634009;1;10.01.2022;24.11.2021;272000;0;;;;;;05.04.2022;10.01.2022;1;2
634011;1;10.01.2022;25.11.2021;2700;0;;;;;;05.04.2022;10.01.2022;1;3
634020;1;10.01.2022;09.11.2021;340;0;;;;;;05.04.2022;10.01.2022;1;2
634021;1;10.01.2022;20.10.2021;5000;0;;;;;;05.04.2022;10.01.2022;1;2
634027;1;10.01.2022;15.11.2021;85000;0;;;;;;05.04.2022;10.01.2022;1;2
634036;1;10.01.2022;25.11.2021;155000;0;;;;;;05.04.2022;10.01.2022;1;2
634063;1;10.01.2022;11.11.2021;3500;0;;;;;;05.04.2022;10.01.2022;1;2
634065;1;10.01.2022;16.11.2021;1800;0;;;;;;05.04.2022;10.01.2022;1;2
634069;1;10.01.2022;22.11.2021;8770;0;;;;;;05.04.2022;10.01.2022;1;2
634075;1;10.01.2022;30.11.2021;10000;0;;;;;;05.04.2022;10.01.2022;1;3
634079;1;10.01.2022;22.11.2021;15000;0;;;;;;05.04.2022;10.01.2022;1;3
634088;1;10.01.2022;24.11.2021;1750;0;;;;;;05.04.2022;10.01.2022;1;2
634092;1;10.01.2022;26.11.2021;160000;0;;;;;;05.04.2022;10.01.2022;1;2
634102;1;10.01.2022;01.12.2021;130000;0;;;;;;05.04.2022;10.01.2022;1;4
634104;1;10.01.2022;29.09.2021;3854;0;;;;;;05.04.2022;10.01.2022;1;1
634116;1;10.01.2022;30.11.2021;150000;0;;;;;;05.04.2022;10.01.2022;1;2
634117;1;10.01.2022;01.12.2021;310000;0;;;;;;05.04.2022;10.01.2022;1;2
634119;1;10.01.2022;25.11.2021;231000;0;;;;;;05.04.2022;10.01.2022;1;2
634129;1;10.01.2022;22.11.2021;40700;0;;;;;;05.04.2022;10.01.2022;1;2
634132;1;10.01.2022;26.11.2021;50000;0;;;;;;05.04.2022;10.01.2022;1;4
634141;1;10.01.2022;12.08.2021;3844;0;;;;;;05.04.2022;10.01.2022;1;1
634143;1;10.01.2022;10.11.2021;18280;0;;;;;;05.04.2022;10.01.2022;1;2
634164;1;10.01.2022;25.11.2021;7000;0;;;;;;05.04.2022;10.01.2022;1;2
634167;1;10.01.2022;30.11.2021;70000;0;;;;;;05.04.2022;10.01.2022;1;2
634168;1;10.01.2022;25.11.2021;7500;0;;;;;;05.04.2022;10.01.2022;1;1
634179;1;10.01.2022;01.12.2021;140000;0;;;;;;05.04.2022;10.01.2022;1;2
634194;1;10.01.2022;19.11.2021;19425;0;;;;;;05.04.2022;10.01.2022;1;4
634196;1;10.01.2022;03.12.2021;260000;0;;;;;;05.04.2022;10.01.2022;1;2
634201;1;10.01.2022;27.11.2021;5000;0;;;;;;05.04.2022;10.01.2022;1;2
634216;1;10.01.2022;20.11.2021;65000;0;;;;;;05.04.2022;10.01.2022;1;2
634218;1;10.01.2022;11.11.2021;85000;0;;;;;;05.04.2022;10.01.2022;1;2
634220;1;10.01.2022;29.11.2021;9000;0;;;;;;05.04.2022;10.01.2022;1;2
634234;1;10.01.2022;22.10.2021;237000;0;;;;;;05.04.2022;10.01.2022;1;2
634236;1;10.01.2022;06.12.2021;28500;0;;;;;;05.04.2022;10.01.2022;1;2
634237;1;10.01.2022;05.12.2021;60000;0;;;;;;05.04.2022;10.01.2022;1;2
634239;1;10.01.2022;01.12.2021;85000;0;;;;;;05.04.2022;10.01.2022;1;2
634253;1;10.01.2022;03.12.2021;3500;0;;;;;;05.04.2022;10.01.2022;1;2
634258;1;10.01.2022;05.12.2021;2100;0;;;;;;05.04.2022;10.01.2022;1;2
634274;1;10.01.2022;22.11.2021;2860,25;0;;;;;;05.04.2022;10.01.2022;1;2
634284;1;10.01.2022;07.12.2021;540;0;;;;;;05.04.2022;10.01.2022;1;2
