ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
548283;2392;AJDOVŠČINA;AJDOVŠČINA;331/1;5;;;1/1;;636;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;1587;1;;;1/1;;1214;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;1592/5;1;;;1/1;;8;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;1592/6;1;;;1/1;;74;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;3167/6;1;;;1/1;;59;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;3193/2;1;;;1/1;;135;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;3194/4;1;;;1/1;;648;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;3194/5;1;;;1/1;;1684;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;3194/6;1;;;1/1;;971;;
552704;2316;VRTOJBA;ŠEMPETER-VRTOJBA;3194/7;1;;;1/1;;6155;;
555085;1976;PRESKA;MEDVODE;853;3;;;1/1;;755;;
608518;1772;SLAPE;LJUBLJANA;608/12;6;;;1/1;;17;;
611362;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1412;6;;;1/1;;13;;
611414;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1413;6;;;1/1;;13;;
625762;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1414;6;;;1/1;;13;;
625762;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1335;6;;;1/1;;12;;
625786;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1336;6;;;1/1;;13;;
625786;1695;KARLOVŠKO PREDMESTJE;ŠKOFLJICA;350/1445;6;;;1/1;;8345;;
627669;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1337;6;;;1/1;;13;;
627671;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1416;6;;;1/1;;13;;
627675;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1333;6;;;1/1;;13;;
627678;1695;KARLOVŠKO PREDMESTJE;ŠKOFLJICA;350/1417;6;;;1/1;;14;;
627680;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;350/1345;6;;;1/1;;12;;
627680;1695;KARLOVŠKO PREDMESTJE;ŠKOFLJICA;350/1342;6;;;1/1;;14;;
