ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
251104;1753;VIŽMARJE;LJUBLJANA;147/13;1;;;1/1;;17;;
251104;1753;VIŽMARJE;LJUBLJANA;147/14;1;;;1/1;;16;;
251105;1753;VIŽMARJE;LJUBLJANA;147/9;1;;;1/1;;14;;
255979;1738;DRAVLJE;LJUBLJANA;440/8;5;;;2823/100000;Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9;473;;
255979;1738;DRAVLJE;LJUBLJANA;440/12;5;;;2823/100000;Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9;1405;;
255979;1738;DRAVLJE;LJUBLJANA;440/29;5;;;2823/100000;Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9;207;;
255979;1738;DRAVLJE;LJUBLJANA;440/30;5;;;2823/100000;Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9;742;;
255979;1738;DRAVLJE;LJUBLJANA;440/36;5;;;2823/100000;Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9;530;;
255979;1738;DRAVLJE;LJUBLJANA;440/39;5;;;2823/100000;Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9;364;;
255979;1738;DRAVLJE;LJUBLJANA;440/9;5;;;3068/100000;Enota 72 zemljiško knjižno opredeljena kot : -delež 2823/100000 na nepremičninah z ID znakom: 1738-440/8, 1738-440/12, 1738-440/29, 1738-440/30, 1738-440/36, 1738-440/39 in -delež 3068/100000 na  nepremičnini z ID znakom 1738-440/9;861;;
265700;1911;KAMNIK;KAMNIK;12/2;5;;;1/1;;332;;
265700;1911;KAMNIK;KAMNIK;11/3;5;;;1/1;;462;;
270080;1000;LEVEC;ŽALEC;1455/233;5;;;1/1;;2202;;
285783;1527;SEMIČ;SEMIČ;3226/18;3;;;1/1;;111;;
285783;1527;SEMIČ;SEMIČ;3222/5;3;;;1/1;;118;;
285786;1527;SEMIČ;SEMIČ;3226/16;3;;;1/1;;454;;
285786;1527;SEMIČ;SEMIČ;3222/3;3;;;1/1;;229;;
285786;1527;SEMIČ;SEMIČ;3274/15;3;;;1/1;;59;;
285788;1527;SEMIČ;SEMIČ;3221/14;3;;;1/1;;1435;;
285788;1527;SEMIČ;SEMIČ;3221/8;3;;;1/1;;95;;
294002;2392;AJDOVŠČINA;AJDOVŠČINA;390/14;4;;;1/1;;81;;
294002;2392;AJDOVŠČINA;AJDOVŠČINA;390/46;4;;;1/1;;18;;
302804;2315;ŠEMPETER;RENČE-VOGRSKO;2530/3;1;;;1/1;;939;;
303946;77;PUCONCI;PUCONCI;2637/6;5;;;100/100;;227;;
308252;1484;ŠMIHEL PRI NOVEM MESTU;NOVO MESTO;1001/19;3;;;1/3;;136;;
308563;1783;GROSUPLJE - NASELJE;GROSUPLJE;629/1;3;;;1/1;;6660;;
308910;2004;BOROVNICA;BOROVNICA;3018/10;9;;;1/21;;11220;;
308910;2004;BOROVNICA;BOROVNICA;3018/9;9;;;1/21;;6436;;
308910;2004;BOROVNICA;VRHNIKA;3018/11;9;;;1/21;;19156;;
308910;2004;BOROVNICA;VRHNIKA;3018/8;9;;;1/21;;12332;;
311948;1500;DOBINDOL;NOVO MESTO;4047;7;;;1/22;;1222;;
311948;1500;DOBINDOL;NOVO MESTO;4048;7;;;1/22;;205;;
311948;1500;DOBINDOL;NOVO MESTO;4049;7;;;1/22;;122;;
312281;1816;HUDO;IVANČNA GORICA;326/2;9;;;1/1;;1827;;
312516;2390;DOBRAVLJE;AJDOVŠČINA;1852;7;;;1/1;;3697;;
312516;2390;DOBRAVLJE;AJDOVŠČINA;1853/1;7;;;1/1;;3143;;
312516;2390;DOBRAVLJE;AJDOVŠČINA;1853/2;7;;;1/1;;4304;;
313505;2143;TRŽIČ;TRŽIČ;599/42;5;;;1/1;;42;;
313505;2143;TRŽIČ;TRŽIČ;599/32;5;;;1/1;;3;;
313505;2143;TRŽIČ;TRŽIČ;602/11;5;;;1/1;;407;;
313505;2143;TRŽIČ;TRŽIČ;599/43;5;;;1/1;;23;;
313505;2143;TRŽIČ;TRŽIČ;599/10;5;;;1/1;;590;;
313505;2143;TRŽIČ;TRŽIČ;599/13;5;;;1/1;;6;;
313505;2143;TRŽIČ;TRŽIČ;604/19;5;;;1/1;;4;;
313505;2143;TRŽIČ;TRŽIČ;604/14;5;;;1/1;;509;;
313505;2143;TRŽIČ;TRŽIČ;604/3;5;;;1/1;;165;;
313505;2143;TRŽIČ;TRŽIČ;599/38;5;;;1/1;;426;;
313505;2143;TRŽIČ;TRŽIČ;599/33;5;;;1/1;;4023;;
313505;2143;TRŽIČ;TRŽIČ;599/9;5;;;1/1;;151;;
313505;2143;TRŽIČ;TRŽIČ;602/3;5;;;1/1;;2784;;
313505;2143;TRŽIČ;TRŽIČ;602/16;5;;;1/1;;1;;
313505;2143;TRŽIČ;TRŽIČ;604/18;5;;;1/1;;2393;;
313505;2143;TRŽIČ;TRŽIČ;599/30;5;;;1/1;;330;;
313505;2143;TRŽIČ;TRŽIČ;599/3;5;;;1/1;;387;;
315765;392;KRČEVINA PRI PTUJU;PTUJ;629/8;5;;;1/1;;290;;
316048;964;VELENJE;VELENJE;1885/22;5;;;1/1;;148;;
316048;964;VELENJE;VELENJE;1885/32;5;;;1/1;;24;;
316048;964;VELENJE;VELENJE;1885/38;5;;;1/10;;98;;
318834;1300;BREŽICE;BREŽICE;654/1;5;;;1/1;;245;;
319251;1171;SV. FLORIJAN;ROGATEC;1769;7;;;1/1;;1032;;
319251;1171;SV. FLORIJAN;ROGATEC;1770/2;7;;;1/1;;302;;
320568;896;KOTLJE;RAVNE NA KOROŠKEM;76/14;3;;;1/1;;7;;
320568;896;KOTLJE;RAVNE NA KOROŠKEM;76/15;3;;;1/1;;750;;
322605;1830;AMBRUS;IVANČNA GORICA;1768/85;7;;;1/1;;;;
326021;1816;HUDO;IVANČNA GORICA;63/2;1;;;1/1;;1243;;
326021;1816;HUDO;IVANČNA GORICA;64;7;;;1/1;;2003;;
326021;1816;HUDO;IVANČNA GORICA;52/2;7;;;1/1;;14;;
326021;1816;HUDO;IVANČNA GORICA;65/1;7;;;1/1;;785;;
327029;657;MARIBOR-GRAD;MARIBOR;1834;5;;;1/1;;13;;
328716;1725;AJDOVŠČINA;LJUBLJANA;2551;5;;;91/6000;;1322;;
328716;1725;AJDOVŠČINA;LJUBLJANA;2552;5;;;91/6000;;434;;
329078;1074;SPODNJA HUDINJA;CELJE;1603/4;3;;;1/1;;26;;
329078;1074;SPODNJA HUDINJA;CELJE;1606/1;3;;;1/1;;220;;
329078;1074;SPODNJA HUDINJA;CELJE;1608/4;3;;;1/1;;9;;
329078;1074;SPODNJA HUDINJA;CELJE;1609/6;3;;;1/1;;182;;
329078;1074;SPODNJA HUDINJA;CELJE;1609/7;3;;;1/1;;41;;
329078;1074;SPODNJA HUDINJA;CELJE;1609/8;3;;;1/1;;2;;
329078;1074;SPODNJA HUDINJA;CELJE;1609/9;3;;;1/1;;160;;
329078;1074;SPODNJA HUDINJA;CELJE;1610/8;3;;;1/1;;70;;
329078;1074;SPODNJA HUDINJA;CELJE;1610/9;3;;;1/1;;240;;
329078;1074;SPODNJA HUDINJA;CELJE;1621/3;3;;;1/1;;1464;;
329078;1074;SPODNJA HUDINJA;CELJE;1720/22;3;;;1/1;;24;;
329078;1074;SPODNJA HUDINJA;CELJE;1720/23;3;;;1/1;;244;;
329078;1074;SPODNJA HUDINJA;CELJE;1724/4;3;;;1/1;;348;;
329078;1074;SPODNJA HUDINJA;CELJE;1724/5;3;;;1/1;;1;;
329846;2496;STARA SUŠICA;PIVKA;3566/37;2;;;1/1;;298;;
329846;2496;STARA SUŠICA;PIVKA;3566/38;2;;;1/1;;424;;
334110;186;MELE;GORNJA RADGONA;477/5;5;;;1/1;;3359;;
336669;2322;RENČE;NOVA GORICA;394/2;9;;;1/1;;970;;
336669;2322;RENČE;NOVA GORICA;393/2;9;;;1/1;;737;;
336669;2322;RENČE;NOVA GORICA;399/4;9;;;1/1;;1946;;
337273;656;BREZJE;MARIBOR;400;5;;;7/192;;398;;
338208;518;TRIJE KRALJI;BENEDIKT;63/8;1;;;1/2;;635;;
339482;2379;BUDANJE;AJDOVŠČINA;2756;7;;;1/1;;6923;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;244/82;5;;;1/1;;2;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;720;5;;;1/1;;104;;
349258;849;STARI TRG;SLOVENJ GRADEC;419/34;5;;;1/1;;38;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;244/81;5;;;1/1;;120;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;244/78;5;;;1/1;;5;;
349258;854;PODGORJE;SLOVENJ GRADEC;53/27;5;;;1/1;;35;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;263/7;5;;;1/1;;50;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;245/15;5;;;1/1;;31;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;244/79;5;;;1/1;;11;;
349258;849;STARI TRG;SLOVENJ GRADEC;1231/11;5;;;1/1;;22;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;244/80;5;;;1/1;;3;;
349258;850;SLOVENJ GRADEC;SLOVENJ GRADEC;796/2;5;;;1/1;;56;;
