ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
672849;1959;DOMŽALE;DOMŽALE;1579/11;3;;;1/1;;;;
672867;1541;LOKA;ČRNOMELJ;177/2;3;;;1/1;;;;
672867;1541;LOKA;ČRNOMELJ;172/6;3;;;1/1;;;;
672867;1541;LOKA;ČRNOMELJ;177/3;3;;;1/1;;;;
672867;1541;LOKA;ČRNOMELJ;171/11;3;;;1/1;;;;
672870;140;ČRENŠOVCI;ČRENŠOVCI;1157/1;3;;;1/1;;;;
672992;917;LEPA NJIVA;MOZIRJE;1323/14;5;;;1/1;;;;
673012;631;SPODNJA SELNICA;SELNICA OB DRAVI;280/70;3;;;1/1;;;;
673013;631;SPODNJA SELNICA;SELNICA OB DRAVI;280/71;3;;;1/1;;;;
673014;631;SPODNJA SELNICA;SELNICA OB DRAVI;280/72;3;;;1/1;;;;
673037;2004;BOROVNICA;BOROVNICA;580/6;3;;;1/1;;;;
673040;2101;RUPA;KRANJ;24/2;3;;;1/1;;;;
673079;1959;DOMŽALE;DOMŽALE;4204/2;3;;;1/1;;;;
673095;2503;PARJE;PIVKA;1246/7;3;;;1/1;;;;
673095;2503;PARJE;PIVKA;1246/6;3;;;1/1;;;;
673096;2503;PARJE;PIVKA;1250/10;3;;;1/1;;96;;
673096;2503;PARJE;PIVKA;1250/12;3;;;1/1;;;;
673131;234;VERŽEJ;VERŽEJ;1729/1;3;;;1/1;;;;
673206;972;ŠMARTNO OB PAKI;ŠMARTNO OB PAKI;552/10;1;;;1/1;;;;
673206;972;ŠMARTNO OB PAKI;ŠMARTNO OB PAKI;552/8;1;;;1/1;;;;
673272;1652;RAKITNA;BREZOVICA;893/221;3;;;1/1;;;;
673488;1229;PODČETRTEK;PODČETRTEK;553/23;7;;;1/1;;;;
673500;1052;PODGORJE;VOJNIK;884/8;7;;;1/1;;1250;;
673512;1457;ŽDINJA VAS;NOVO MESTO;1069/3;3;;;1/1;;;;
673512;1457;ŽDINJA VAS;NOVO MESTO;1069/6;6;;;1/4;;;;
673513;1457;ŽDINJA VAS;NOVO MESTO;1069/2;3;;;1/1;;;;
673513;1457;ŽDINJA VAS;NOVO MESTO;1069/6;6;;;1/4;;;;
673514;1457;ŽDINJA VAS;NOVO MESTO;1069/4;3;;;1/1;;;;
673514;1457;ŽDINJA VAS;NOVO MESTO;1069/7;3;;;1/1;;;;
673514;1457;ŽDINJA VAS;NOVO MESTO;1069/6;6;;;1/4;;;;
673552;108;NEMČAVCI;MURSKA SOBOTA;244/1;3;;;1/1;;;;
673553;33;ROGAŠOVCI;ROGAŠOVCI;379/6;3;;;1/1;;;;
673596;2503;PARJE;PIVKA;1246/8;3;;;1/1;;;;
673630;1668;ZALES;BLOKE;716/8;7;;;1/1;;;;
673644;1676;CERKNICA;CERKNICA;2657/1;3;;;1/1;;;;
673759;1989;ŠENTJOŠT;DOBROVA-POLHOV GRADEC;394/35;3;;;1/1;;;;
673762;1970;SMLEDNIK;MEDVODE;390/1;3;;;1/1;;;;
673766;1944;PREVOJE;LUKOVICA;176/12;5;;;1/1;;;;
673771;1710;GRADIŠČE;ŠKOFLJICA;621/27;1;;;1/1;;;;
673771;1710;GRADIŠČE;ŠKOFLJICA;621/32;1;;;1/1;;;;
673773;1697;LANIŠČE;ŠKOFLJICA;1821/4;5;;;1/1;;;;
673776;1710;GRADIŠČE;ŠKOFLJICA;621/35;1;;;1/1;;;;
673776;1710;GRADIŠČE;ŠKOFLJICA;621/37;1;;;1/1;;;;
673869;389;NOVA VAS PRI PTUJU;PTUJ;242/6;5;;;1/1;;;;
673912;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;753/24;1;;;1/1;;;;
673912;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;753/26;1;;;1/1;;;;
673912;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;753/25;1;;;1/3;;;;
673912;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;753/23;1;;;1/1;;;;
673913;1998;VELIKA LIGOJNA;VRHNIKA;1726/27;1;;;1/1;;;;
673922;1994;DOBROVA;LJUBLJANA;1930/25;1;;;1/1;;;;
673929;1943;DOB;DOMŽALE;230/5;3;;;1/1;;34;;
673929;1943;DOB;DOMŽALE;231/1;5;;;1/1;;216;;
673929;1943;DOB;DOMŽALE;230/7;3;;;1/1;;;;
673946;1067;BREZOVA;VOJNIK;378/14;2;;;1/1;;;;
673957;2620;PREGARA;KOPER;33/4;3;;;1/1;;;;
673960;694;ROGOZA;HOČE-SLIVNICA;352/18;1;;;1/1;;;;
674024;446;JUROVCI;VIDEM;49/8;5;;;1/1;;;;
674027;1937;HOMEC;DOMŽALE;6/5;3;;;1/1;;;;
674033;1495;TOPLICE;DOLENJSKE TOPLICE;855/3;3;;;1/1;;;;
674033;1495;TOPLICE;DOLENJSKE TOPLICE;855/5;3;;;1/1;;;;
674105;2560;HRPELJE;HRPELJE-KOZINA;3344/144;5;;;1/1;;;;
674170;2455;SEŽANA;SEŽANA;3959/26;5;;;1/1;;26;;
674170;2455;SEŽANA;SEŽANA;3959/46;3;;;1/1;;;;
674257;1081;ZAGRAD;CELJE;806/7;1;;;1/1;;;;
674278;200;RADENCI;RADENCI;780/6;3;;;1/1;;;;
674279;200;RADENCI;RADENCI;780/5;3;;;1/1;;;;
674962;1723;VIČ;LJUBLJANA;2336/6;5;;;1/1;;133;;
675267;1577;;;884/81;6;;;1;;13;;
675267;1577;;;884/109;6;;;1;;13;;
675267;1577;;;884/115;6;;;1;;13;;
675267;1577;;;884/143;6;;;1;;13;;
675267;1577;;;884/135;6;;;1;;13;;
675267;1577;;;884/91;6;;;1;;13;;
675267;1577;;;884/97;6;;;1;;13;;
675267;1577;;;884/99;6;;;1;;13;;
675267;1577;;;884/104;6;;;1;;13;;
675267;1577;;;884/107;6;;;1;;13;;
675267;1577;;;884/114;6;;;1;;13;;
675267;1577;;;884/119;6;;;1;;13;;
675267;1577;;;884/125;6;;;1;;10;;
675267;1577;;;884/127;6;;;1;;13;;
675267;1577;;;884/141;6;;;1;;13;;
675267;1577;;;884/142;6;;;1;;13;;
675267;1577;;;884/149;6;;;1;;13;;
675267;1577;;;884/136;6;;;1;;13;;
675267;1577;;;884/138;6;;;1;;13;;
675267;1577;;;884/88;6;;;1;;13;;
675267;1577;;;884/148;6;;;1;;13;;
675267;1577;;;884/150;6;;;1;;13;;
675267;1577;;;884/112;6;;;1;;13;;
675267;1577;;;884/117;6;;;1;;13;;
675267;1577;;;884/123;6;;;1;;13;;
675267;1577;;;884/124;6;;;1;;13;;
675267;1577;;;884/145;6;;;1;;13;;
675267;1577;KOČEVJE;KOČEVJE;884/79;6;;;1;;13;;
675267;1577;;;884/80;6;;;1;;13;;
675267;1577;;;884/92;6;;;1;;13;;
675267;1577;;;884/93;6;;;1;;13;;
675267;1577;;;884/103;6;;;1;;13;;
675267;1577;;;884/108;6;;;1;;13;;
675267;1577;;;884/113;6;;;1;;13;;
675267;1577;;;884/140;6;;;1;;13;;
675267;1577;;;884/146;6;;;1;;13;;
675267;1577;;;884/134;6;;;1;;13;;
675267;1577;;;884/137;6;;;1;;13;;
675267;1577;;;884/86;6;;;1;;13;;
675267;1577;;;884/95;6;;;1;;13;;
675267;1577;;;884/98;6;;;1;;13;;
675267;1577;;;884/100;6;;;1;;13;;
675267;1577;;;884/101;6;;;1;;13;;
675267;1577;;;884/105;6;;;1;;13;;
675267;1577;;;884/111;6;;;1;;13;;
675267;1577;;;884/120;6;;;1;;13;;
675267;1577;;;884/122;6;;;1;;13;;
675267;1577;;;884/126;6;;;1;;19;;
675267;1577;;;884/130;6;;;1;;13;;
675267;1577;;;884/132;6;;;1;;13;;
675267;1577;;;884/82;6;;;1;;13;;
675267;1577;;;884/84;6;;;1;;13;;
675267;1577;;;884/85;6;;;1;;13;;
675267;1577;;;884/90;6;;;1;;13;;
675267;1577;;;884/94;6;;;1;;13;;
675267;1577;;;884/83;7;;;1;;13;;
675267;1577;;;884/87;6;;;1;;13;;
675267;1577;;;884/89;6;;;1;;13;;
675267;1577;;;884/96;6;;;1;;13;;
675267;1577;;;884/110;6;;;1;;13;;
675267;1577;;;884/116;6;;;1;;13;;
675267;1577;;;884/121;6;;;1;;13;;
675267;1577;;;884/144;6;;;1;;19;;
675267;1577;;;884/102;6;;;1;;13;;
675267;1577;;;884/106;6;;;1;;13;;
675267;1577;;;884/147;6;;;1;;13;;
675267;1577;;;884/131;6;;;1;;13;;
675267;1577;;;884/133;6;;;1;;13;;
675267;1577;;;884/139;6;;;1;;13;;
675437;1837;KRESNIŠKI VRH;LITIJA;842/2;1;;;1/1;;;;
675449;443;JANŠKI VRH;MAJŠPERK;461/3;5;;;1/1;;;;
675464;1956;VRHPOLJE;MORAVČE;1099/5;3;;;1/1;;;;
675474;763;OPLOTNICA;OPLOTNICA;57/40;3;;;1/1;;;;
675579;553;ZGORNJA VOLIČINA;LENART;1024/5;3;;;1/1;;;;
675594;1660;UNEC;CERKNICA;2235;7;;;1/1;;;;
675594;1660;UNEC;CERKNICA;2236;3;;;1/1;;;;
675602;638;KRČEVINA;MARIBOR;328/7;1;;;1/1;;;;
675614;1468;BELA CERKEV;ŠMARJEŠKE TOPLICE;2614/5;5;;;1/1;;;;
675658;1476;ŠENTJERNEJ;ŠENTJERNEJ;2632/6;3;;;1/1;;;;
675672;2009;PETKOVEC;LOGATEC;562/39;3;;;1/1;;;;
675708;2634;NOVA VAS;PIRAN;2310/1;7;;;1/1;;;;
675717;1202;SENOVICA;ŠMARJE PRI JELŠAH;464/2;5;;;1/1;;;;
675723;1495;TOPLICE;DOLENJSKE TOPLICE;155/7;1;;;1/1;;;;
675820;769;LAPORJE;SLOVENSKA BISTRICA;52/4;3;;;1/1;;;;
675845;1905;MOSTE;KOMENDA;198/7;3;;;1/1;;;;
675847;1004;GORNJA VAS;PREBOLD;1180/8;5;;;1/1;;;;
675882;998;VELIKA PIREŠICA;ŽALEC;299/26;1;;;1/1;;;;
675883;1067;BREZOVA;VOJNIK;378/12;1;;;1/1;;;;
675883;1067;BREZOVA;VOJNIK;378/13;1;;;1/1;;;;
675887;2158;MOŠNJE;RADOVLJICA;299/20;1;;;1/1;;;;
675892;2158;MOŠNJE;RADOVLJICA;299/19;1;;;1/1;;;;
675909;1577;KOČEVJE;KOČEVJE;1961/4;1;;;1/1;;;;
675909;1577;KOČEVJE;KOČEVJE;1961/1;1;;;1/1;;;;
675909;1577;KOČEVJE;KOČEVJE;1960/7;1;;;1/1;;;;
675909;1577;KOČEVJE;KOČEVJE;1960/6;1;;;1/1;;;;
675909;1577;KOČEVJE;KOČEVJE;1961/2;1;;;1/1;;;;
675918;1677;DOLENJA VAS;CERKNICA;1004/22;3;;;1/1;;;;
675948;1148;JAVORJE;ŠENTJUR;1353/1;7;;;1/1;;;;
675974;1820;GORENJA VAS;IVANČNA GORICA;180/5;3;;;1/1;;;;
675982;1755;GLINCE;LJUBLJANA;1053/11;3;;;1/1;;;;
675982;1755;GLINCE;LJUBLJANA;1053/5;3;;;1/1;;15;;
675982;1755;GLINCE;LJUBLJANA;123/6;3;;;1/1;;;;
676051;696;SPODNJE HOČE;HOČE-SLIVNICA;1355/1;3;;;2/3;;393;;
676051;696;SPODNJE HOČE;HOČE-SLIVNICA;1354/2;3;;;2/3;;;;
676067;669;LOVRENC NA POHORJU;LOVRENC NA POHORJU;713/38;1;;;1/1;;;;
676068;514;KRIVI VRH;SVETA ANA;97/3;1;;;1/1;;;;
676071;655;MELJE;MARIBOR;316/3;6;;;1/1;;;;
676071;655;MELJE;MARIBOR;316/4;6;;;1/1;;;;
676072;655;MELJE;MARIBOR;316/2;6;;;1/1;;;;
676073;655;MELJE;MARIBOR;316/1;6;;;1/1;;;;
676105;1905;MOSTE;KOMENDA;198/5;5;;;1/3;;;;
676110;1911;KAMNIK;KAMNIK;784/10;5;;;1/1;;;;
676125;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;753/25;3;;;1/6;;;;
676125;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;753/22;3;;;1/1;;;;
676173;951;HRASTOVEC;VELENJE;397/10;1;;;1/1;;;;
676173;951;HRASTOVEC;VELENJE;397/8;1;;;1/1;;;;
676187;424;APAČE;KIDRIČEVO;820/2;3;;;1/1;;;;
676249;2084;BELA;PREDDVOR;301/1;7;;;1/1;;;;
676262;2361;DOLE;IDRIJA;848/28;3;;;1/1;;;;
676262;2361;DOLE;IDRIJA;848/27;3;;;1/1;;;;
676273;1793;ILOVA GORA;GROSUPLJE;706/4;5;;;1/1;;;;
676281;1905;MOSTE;KOMENDA;198/6;3;;;1/1;;;;
676294;1961;TRZIN;TRZIN;72/3;3;;;1/1;;;;
676308;127;KROG;MURSKA SOBOTA;2548/6;3;;;1/1;;;;
676308;127;KROG;MURSKA SOBOTA;2548/3;5;;;1/1;;816;;
676325;386;PACINJE;PTUJ;32/6;4;;;1/1;;;;
676327;386;PACINJE;PTUJ;32/4;6;;;1/1;;;;
676375;762;BREZJE PRI OPLOTNICI;OPLOTNICA;182/5;7;;;1/1;;;;
676375;762;BREZJE PRI OPLOTNICI;OPLOTNICA;182/4;7;;;1/1;;;;
676375;762;BREZJE PRI OPLOTNICI;OPLOTNICA;180/5;7;;;1/1;;;;
676422;1733;BIZOVIK;LJUBLJANA;126/2;3;;;1/1;;;;
676462;2023;ŽIRI;ŽIRI;706/32;1;;;3/10;;;;
676462;2023;ŽIRI;ŽIRI;706/37;1;;;8/10;;;;
676466;1412;MOKRONOG;MOKRONOG-TREBELNO;705/34;6;;;1/1;;;;
676476;1610;VRH;KOSTEL;362/1;1;;;1/1;;;;
676508;1961;TRZIN;TRZIN;1646/157;3;;;1/1;;;;
676575;2181;ZABREZNICA;ŽIROVNICA;242/28;1;;;1/1;;;;
676640;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;355/91;3;;;1/1;;;;
676640;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;355/89;3;;;1/1;;;;
676640;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;355/42;3;;;1/1;;147;;
676646;1905;MOSTE;KOMENDA;198/5;5;;;1/3;;;;
676662;2180;ŽIROVNICA;ŽIROVNICA;1139/92;7;;;1/1;;;;
676665;964;VELENJE;VELENJE;398/11;3;;;1/1;;;;
676665;964;VELENJE;VELENJE;398/12;3;;;1/1;;;;
676665;964;VELENJE;VELENJE;398/14;3;;;1/1;;;;
676680;681;POBREŽJE;MARIBOR;2504/2;3;;;1/1;;;;
676680;681;POBREŽJE;MARIBOR;2504/3;3;;;1/1;;;;
676718;992;POLZELA;POLZELA;928/130;4;;;1/1;;108;;
676718;992;POLZELA;POLZELA;928/210;4;;;1/1;;;;
676734;132;BRATONCI;BELTINCI;1241/2;3;;;1/1;;;;
676764;1944;PREVOJE;LUKOVICA;1299/1;7;;;1/1;;;;
676778;2262;KAL NAD KANALOM;KANAL;3433/8;5;;;1/1;;;;
676866;563;CERŠAK;ŠENTILJ;1110/2;3;;;1/1;;;;
676897;417;MARKOVCI;MARKOVCI;526/18;3;;;1/1;;;;
676899;1712;ZAPOTOK;IG;789/7;3;;;1/1;;;;
676909;1956;VRHPOLJE;MORAVČE;1361/13;9;;;1/1;;;;
676909;1956;VRHPOLJE;MORAVČE;1360/2;9;;;1/1;;223;;
676909;1956;VRHPOLJE;MORAVČE;1361/5;9;;;1/1;;117;;
676959;954;LIPJE;VELENJE;392/5;3;;;1/1;;;;
676959;954;LIPJE;VELENJE;391/2;3;;;1/1;;;;
677014;1938;MENGEŠ;MENGEŠ;513/21;3;;;1/1;;;;
677014;1938;MENGEŠ;MENGEŠ;485/19;3;;;1/1;;;;
677031;2503;PARJE;PIVKA;1246/5;5;;;1/1;;;;
677031;2503;PARJE;PIVKA;1246/3;5;;;1/1;;465;;
677034;2503;PARJE;PIVKA;1250/11;5;;;1/1;;;;
677180;2026;PEVNO;ŠKOFJA LOKA;290/12;1;;;1/1;;;;
677247;2381;LOKAVEC;AJDOVŠČINA;1750/4;7;;;1/1;;;;
677254;2124;HRASTJE;KRANJ;1254;3;;;1/1;;;;
677254;2124;HRASTJE;KRANJ;1252;3;;;1/1;;;;
677254;2124;HRASTJE;KRANJ;1282;3;;;1/1;;;;
677254;2124;HRASTJE;KRANJ;1283;3;;;1/1;;;;
677254;2124;HRASTJE;KRANJ;1284;3;;;1/1;;;;
677254;2124;HRASTJE;KRANJ;1255;3;;;1/1;;;;
677254;2124;HRASTJE;KRANJ;1253;3;;;1/1;;;;
677262;1749;GAMELJNE;LJUBLJANA;697/23;5;;;1/1;;;;
677306;1944;PREVOJE;LUKOVICA;122/4;3;;;1/1;;;;
