ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
3741;1812;DEDNI DOL;IVANČNA GORICA;326/22;4;;;1/4;;22;;
3741;1812;DEDNI DOL;IVANČNA GORICA;326/19;6;;;1/4;;150;;
33125;1160;LOKE PRI PLANINI;ŠENTJUR;35/2;5;;;1/1;;730;;
33210;532;LENART V SLOVENSKIH GORICAH;LENART;202/8;5;;;1/1;;8581;;
33297;753;SLOVENSKA BISTRICA;SLOVENSKA BISTRICA;2287/2;5;;;1/1;;815;;
33684;157;DOLGA VAS PRI LENDAVI;LENDAVA;3133;5;;;1/1;;1960;;
33695;128;BAKOVCI;MURSKA SOBOTA;2008;5;;;1/1;;625;;
35786;1724;BREZOVICA;BREZOVICA;1543/12;6;;;1/1;;11;;
35786;1724;BREZOVICA;BREZOVICA;1543/11;6;;;1/1;;11;;
35786;1724;BREZOVICA;BREZOVICA;1542/126;6;;;1/1;;1;;
35786;1724;BREZOVICA;BREZOVICA;1542/125;6;;;1/1;;1;;
35798;1724;BREZOVICA;BREZOVICA;1542/138;6;;;1/1;;13;;
35798;1724;BREZOVICA;BREZOVICA;1542/139;6;;;1/1;;13;;
35808;1724;BREZOVICA;BREZOVICA;1543/9;6;;;1/1;;12;;
35808;1724;BREZOVICA;BREZOVICA;1542/123;6;;;1/1;;3;;
49877;432;SPODNJE JABLANE;KIDRIČEVO;292;7;;;1/1;;122;;
49877;432;SPODNJE JABLANE;KIDRIČEVO;293;7;;;1/1;;719;;
51559;557;NADBIŠEC;LENART;*33/3;5;;;1/1;;187;;
87885;2631;PORTOROŽ;PIRAN;1749/23;5;;;1;;101;;
89694;1493;VELIKI PODLJUBEN;NOVO MESTO;1112/13;5;;;1/1;;651;;
89713;1493;VELIKI PODLJUBEN;NOVO MESTO;1112/12;5;;;1/1;;691;;
117700;804;RADLJE OB DRAVI;RADLJE OB DRAVI;546/1;1;;;1/1;;2844;;
117700;804;RADLJE OB DRAVI;RADLJE OB DRAVI;540/1;1;;;1/1;;1042;;
117700;804;RADLJE OB DRAVI;RADLJE OB DRAVI;546/2;1;;;1/1;;5234;;
117700;804;RADLJE OB DRAVI;RADLJE OB DRAVI;546/3;1;;;1/1;;2033;;
117700;804;RADLJE OB DRAVI;RADLJE OB DRAVI;547;1;;;1/1;;864;;
152244;2325;MIREN;MIREN-KOSTANJEVICA;1202;3;;;1/1;;2075;;
152244;2325;MIREN;MIREN-KOSTANJEVICA;452/1;3;;;1/1;;620;;
152245;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/31;5;;;1/1;;50;;
152245;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/7;6;;;1/9;;120;;
152246;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/9;6;;;1/4;;52;;
152247;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/10;6;;;1/9;;118;;
152248;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/10;6;;;1/9;;118;;
152249;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/29;5;;;1/1;;50;;
152249;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/11;6;;;1/9;;121;;
152250;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/11;6;;;1/9;;121;;
152251;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;5/12;6;;;1/4;;79;;
156461;1697;LANIŠČE;ŠKOFLJICA;940/65;5;;;1/1;ATRIJ;58;;
156461;1697;LANIŠČE;ŠKOFLJICA;940/250;6;;;1/1;;13;;
172307;703;RADIZEL;HOČE-SLIVNICA;306/15;5;;;1/1;;880;;
172309;751;ČREŠNJEVEC;SLOVENSKA BISTRICA;30/3;5;;;1/1;;1487;;
172314;331;VELIKA NEDELJA;ORMOŽ;1174;5;;;1/1;;1042;;
172315;703;RADIZEL;HOČE-SLIVNICA;306/14;5;;;1/1;;615;;
176708;1735;STOŽICE;LJUBLJANA;916/1;5;;;1/1;;1021;;
176708;1735;STOŽICE;LJUBLJANA;916/2;5;;;1/1;;20;;
176708;1735;STOŽICE;LJUBLJANA;916/3;5;;;1/1;;1028;;
176708;1735;STOŽICE;LJUBLJANA;916/4;5;;;1/1;;722;;
176708;1735;STOŽICE;LJUBLJANA;916/5;5;;;1/1;;60;;
