ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Parcelna številka za geolokacijo;Interna oznaka dela stavbe;Evidentiranost dela stavbe;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta dela stavbe;Leto izgradnje dela stavbe;Stavba je dokončana;Gradbena faza;Novogradnja;Prodana površina;Prodani delež dela stavbe;Prodana površina dela stavbe;Prodana uporabna površina dela stavbe;Nadstropje dela stavbe;Število zunanjih parkirnih mest;Atrij;Površina atrija;Opombe o nepremičnini;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina;Prostori dela stavbe;Pogodbena cena dela stavbe;Stopnja DDV dela stavbe
813341;1725;AJDOVŠČINA;LJUBLJANA;1516;31;;;1;;;;;;3;2022;1;;1;12,7;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12,7;12,7; garažni parkirni prostor;;
809921;1115;SLOVENSKE KONJICE;SLOVENSKE KONJICE;737;1;;;1;;;;;;4;1974;1;;;40,2;1/1;;;;;0;;;15 - garaža;pritličje;;40,2;19,7; garaža | tehnični prostor;;
811709;660;STUDENCI;MARIBOR;1565;3;;;1;MARIBOR;BESEDNJAKOVA ULICA;3;;3;2;1969;1;;;52,1;1/1;;;;;0;;;2 - stanovanje;pritličje;;52,1;45,2; bivalni prostor | klet | odprta terasa, balkon, loža;;
810937;1737;TABOR;LJUBLJANA;2028;9;;;1;LJUBLJANA;VIDOVDANSKA CESTA;4;;9;2;2022;1;;1;55,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;55,2;55,2; bivalni prostor;;
812494;2120;PRIMSKOVO;KRANJ;450;1;;;1;KRANJ;RUČIGAJEVA CESTA;17;;;1;1969;1;;;211,9;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;211,9;164,6; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
812105;1737;TABOR;LJUBLJANA;1976;619;;;1;;;;;;3;2012;1;;;14;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;14;14; garažni parkirni prostor;;
813316;1394;BUČKA;ŠKOCJAN;1028;1;;;1;GORENJE RADULJE;GORENJE RADULJE;31;;;1;1964;1;;;68,9;1/1;;;;;0;;;60 - zidanica;;;;;-;;
813382;1725;AJDOVŠČINA;LJUBLJANA;596;15;;;1;LJUBLJANA;ŽUPANČIČEVA ULICA;17;;14;2;2023;1;;1;126,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;126,2;119,8; bivalni prostor | zaprta terasa, balkon, loža;;
810115;2585;RAKITOVEC;KOPER;91;1;;;1;RAKITOVEC;RAKITOVEC;19;;;1;1981;1;;;160,7;14/1952;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;nadstropje;;160,7;79,3; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
811198;2169;KRANJSKA GORA;KRANJSKA GORA;335;10;;;1;KRANJSKA GORA;ULICA DR. JOSIPA TIČARJA;15;;10;2;1966;1;;;48,1;1/2;;;;;0;;;2 - stanovanje;pritličje;;48,1;33,6; bivalni prostor | klet | odprta terasa, balkon, loža;;
809849;1738;DRAVLJE;LJUBLJANA;3344;206;;;1;LJUBLJANA;KAVADARSKA CESTA;5;;;4;2010;1;;;12;1/1;;;;;0;;;15 - garaža;nadstropje;;12;12; garaža;;
808343;400;PTUJ;PTUJ;5375;32;;;1;;;;;;3;2023;1;;1;15,3;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;15,3;15,3; garažni parkirni prostor;;
811457;2636;BEŽIGRAD;LJUBLJANA;2693;47;;;1;LJUBLJANA;LINHARTOVA CESTA;60;;47;2;1963;1;;;62;1/1;;;;;0;;;2 - stanovanje;nadstropje;;62;58,2; bivalni prostor | klet;;
808736;2096;NAKLO;NAKLO;217;2;;;1;;;;;;13;1915;1;;;8;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;8;8; kmetijski prostor;;
808644;1134;ZLATEČE;ŠENTJUR;161;1;;;1;;;;;;13;1921;1;;;155,8;10/192;;;;;0;;;29 - del stavbe za spravilo pridelka;pritličje;;155,8;155,8; kmetijski prostor;;
808810;2557;OCIZLA;HRPELJE-KOZINA;11;1;;;1;KLANEC PRI KOZINI;KLANEC PRI KOZINI;9;;;1;1910;1;;;116,1;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;116,1;0; nedokončan prostor;;
811653;1309;KORITNO;BREŽICE;216;1;;;1;PONIKVE;PONIKVE;22;D;;1;1966;1;;;53,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;53,5;53,5; bivalni prostor;;
811097;681;POBREŽJE;MARIBOR;6316;1;;;1;;;;;;13;1999;1;;;17;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;;;17;17; kmetijski prostor;;
812153;2434;VOGLJE;SEŽANA;61;1;;;1;VRHOVLJE;VRHOVLJE;1;;;6;1950;1;;;351,3;1/1;;;;;0;;;9 - poslovni del stavbe;pritličje;;351,3;337,8; poslovni prostor | tehnični prostor;;
812035;1959;DOMŽALE;DOMŽALE;4991;109;;;1;DOMŽALE;LJUBLJANSKA CESTA;88;;109;15;1982;0;6;;72;1/1;;;;;0;;;10 - trgovski del stavbe;pritličje;;72;50; lokal, prodajalna;;
808801;1810;STIČNA;IVANČNA GORICA;687;1;;;1;;;;;;1;1986;1;;;85,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;85,5;38,2; bivalni prostor | klet;;
812445;680;TEZNO;MARIBOR;475;128;;;1;MARIBOR;ŠTREKLJEVA ULICA;60;;128;2;1976;1;;;59,6;1/1;;;;;0;;;2 - stanovanje;nadstropje;;59,6;54; bivalni prostor | klet | odprta terasa, balkon, loža;;
811066;1592;ŠTALCERJI;KOČEVJE;162;1;;;1;;;;;;13;2008;1;;;27;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;nadstropje;;27;27; kmetijski prostor;;
812755;2593;OLTRA;ANKARAN;760;1;;;1;ANKARAN;VLAHOVIČEVA ULICA;14;;;1;1990;1;;;177,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;;;177,6;142,1; bivalni prostor;;
809555;658;KOROŠKA VRATA;MARIBOR;175;20;;;1;MARIBOR;SMETANOVA ULICA;36;;20;2;1928;1;;;34,5;1/1;;;;;0;;;2 - stanovanje;nadstropje;;34,5;34,5; bivalni prostor;;
812484;680;TEZNO;MARIBOR;5125;116;;;1;;;;;;14;2008;1;;;107,7;1/1;;;;;0;;;33 - klet;klet;;107,7;107,7; klet;;
812427;1577;KOČEVJE;KOČEVJE;1850;1;;;1;KOČEVJE;NABREŽJE;8;;;1;1969;1;;;158,1;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;nadstropje;;158,1;116,3; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
813207;951;HRASTOVEC;VELENJE;384;1;;;1;HRASTOVEC;HRASTOVEC;30;;;1;1850;1;;;52;1/1;;;;;0;;;39 - ruševina;;;;;-;;
809591;1871;TRBOVLJE;TRBOVLJE;830;227;;;1;TRBOVLJE;ULICA SALLAUMINES;5;;227;2;1983;1;;;69,8;1/1;;;;;0;;;2 - stanovanje;nadstropje;;69,8;65; bivalni prostor | klet | odprta terasa, balkon, loža;;
809897;1959;DOMŽALE;DOMŽALE;4995;140;;;1;DOMŽALE;LJUBLJANSKA CESTA;80;;99;5;1982;1;;;36,1;1/1;;;;;0;;;9 - poslovni del stavbe;nadstropje;;36,1;36,1; poslovni prostor;;
810044;573;ZGORNJE HLAPJE;PESNICA;240;1;;;1;ZGORNJE HLAPJE;ZGORNJE HLAPJE;12;;;1;2000;1;;;257,1;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;257,1;160,8; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
812372;656;BREZJE;MARIBOR;1207;2;;;1;;;;;2;14;1996;1;;;4,3;1/1;;;;;0;;;15 - garaža;pritličje;;4,3;4,3; garaža;;
811484;634;JELOVEC;MARIBOR;139;1;;;1;JELOVEC;CESTA NA SREDNJE;48;;;1;1984;1;;;72,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;72,6;41; bivalni prostor | klet | odprta terasa, balkon, loža;;
812460;2626;IZOLA;IZOLA;2446;2;;;1;IZOLA;MOROVA ULICA;9;;2;2;1965;1;;;170,3;1/1;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;pritličje;;170,3;151,8; bivalni prostor | odprta terasa, balkon, loža;;
812652;2387;SELO;AJDOVŠČINA;10;2;;;1;SELO;SELO;11;F;;11;1910;1;;;232,8;1/1;;;;;0;;;17 - del stavbe za industrijsko rabo;pritličje;;232,8;232,8; proizvodni in skladiščni prostor;;
812418;2490;POSTOJNA;POSTOJNA;967;3;;;1;POSTOJNA;PIVŠKA ULICA;4;;3;2;1981;1;;;29,1;1/1;;;;;0;;;2 - stanovanje;nadstropje;;29,1;22,5; bivalni prostor | klet | odprta terasa, balkon, loža;;
808589;681;POBREŽJE;MARIBOR;984;66;;;1;MARIBOR;ULICA BRATOV GREIFOV;8;;301;2;1975;1;;;62,6;1/1;;;;;0;;;2 - stanovanje;nadstropje;;62,6;53,5; bivalni prostor | klet | odprta terasa, balkon, loža;;
808729;437;PODLOŽE;MAJŠPERK;577;1;;;1;;;;;;13;1983;1;;;61,5;1/1;;;;;0;;;60 - zidanica;pritličje;;61,5;61,5; kmetijski prostor;;
809810;1772;SLAPE;LJUBLJANA;1144;76;;;1;LJUBLJANA;RJAVA CESTA;2;B;76;14;1973;1;;;2,2;1/1;;;;;0;;;33 - klet;pritličje;;2,2;2,2; klet;;
810049;1172;STRMEC;ROGAŠKA SLATINA;172;1;;;1;STRMEC PRI SV. FLORIJANU;STRMEC PRI SV. FLORIJANU;77;;;1;1999;1;;;175,2;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;;;175,2;58,6; bivalni prostor | klet | odprta terasa, balkon, loža;;
812056;1076;MEDLOG;CELJE;1806;2;;;1;CELJE;LJUBLJANSKA CESTA;79;;2;2;2021;1;;;83,6;1/1;;;;;0;;;2 - stanovanje;nadstropje;;83,6;68,7; bivalni prostor | odprta terasa, balkon, loža;;
756650;2677;PRULE;LJUBLJANA;419;204;;;1;;;;;;3;2018;1;;1;13,4;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;13,4;13,4; garažni parkirni prostor;;
809720;2260;PRAPETNO BRDO;TOLMIN;265;1;;;1;;;;;;13;1800;1;;;35;1/1;;;;;0;;;27 - hlev;pritličje;;35;35; kmetijski prostor;;
811875;1758;DRAGOMELJ;DOMŽALE;336;2;;;1;DRAGOMELJ;DRAGOMELJ;163;;2;1;2003;1;;;89,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;89,2;78,2; bivalni prostor | odprta terasa, balkon, loža;;
809065;129;GANČANI;BELTINCI;678;1;;;1;;;;;;13;1999;1;;;109;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;109;109; kmetijski prostor;;
790503;527;ZGORNJI GASTERAJ;SVETI JURIJ V SLOVENSKIH GORICAH;168;1;;;1;ZGORNJI GASTERAJ;ZGORNJI GASTERAJ;1;;;1;1810;1;;;152,3;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;152,3;103,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
809177;2073;DANJE;ŽELEZNIKI;68;1;;;1;;;;;;13;1795;1;;;138;1/1;;;;;0;;;27 - hlev;pritličje;;138;138; kmetijski prostor;;
811798;437;PODLOŽE;MAJŠPERK;383;1;;;1;;;;;;4;1962;1;;;42,2;1/1;;;;;0;;;15 - garaža;pritličje;;42,2;29,4; garaža;;
811477;2261;GORENJA TREBUŠA;TOLMIN;313;1;;;1;;;;;;13;1800;1;;;103,2;1/1;;;;;0;;;27 - hlev;pritličje;;103,2;103,2; kmetijski prostor;;
810388;1730;MOSTE;LJUBLJANA;1574;20;;;1;LJUBLJANA;ULICA MOLNIŠKE ČETE;7;;107;2;1981;1;;;86,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;86,2;77,2; bivalni prostor | klet | odprta terasa, balkon, loža;;
811960;2304;NOVA GORICA;NOVA GORICA;1765;107;;;1;NOVA GORICA;PRVOMAJSKA ULICA;7;;107;2;1930;1;;;65,4;1/1;;;;;0;;;2 - stanovanje;nadstropje;;65,4;56,7; bivalni prostor | klet;;
809199;1535;ČRNOMELJ;ČRNOMELJ;412;1;;;1;ČRNOMELJ;ULICA POD GOZDOM;34;;;1;1991;1;;;501;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;501;163,5; bivalni prostor | garaža | nedokončan prostor | odprta terasa, balkon, loža | tehnični prostor;;
808959;200;RADENCI;RADENCI;711;1;;;1;RADENSKI VRH;RADENSKI VRH;33;;;1;1800;1;;;123;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;123,4;76,8; bivalni prostor | klet;;
811661;2122;HUJE;KRANJ;83;18;;;1;KRANJ;PLANINA;10;;18;2;1973;1;;;41,9;1/1;;;;;0;;;2 - stanovanje;nadstropje;;41,9;34,2; bivalni prostor | klet | odprta terasa, balkon, loža;;
812727;2002;VRHNIKA;VRHNIKA;3165;1;;;1;VRHNIKA;DELAVSKO NASELJE;5;A;;1;2007;1;;;304,2;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;304,2;287,6; bivalni prostor | odprta terasa, balkon, loža;;
811566;2156;RADOVLJICA;RADOVLJICA;601;22;;;1;RADOVLJICA;CANKARJEVA ULICA;12;;20;2;1968;1;;;56,6;1/1;;;;;0;;;2 - stanovanje;nadstropje;;56,6;51,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
812304;1730;MOSTE;LJUBLJANA;4100;198;;;1;;;;;;4;2004;1;;;12;1/1;;;;;0;;;15 - garaža;klet;;12;12; garaža;;
809560;472;GORENJSKI VRH;ZAVRČ;57;1;;;1;GORENJSKI VRH;GORENJSKI VRH;46;A;;1;1807;1;;;45;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;45;24; bivalni prostor;;
812456;1938;MENGEŠ;MENGEŠ;1617;28;;;1;MENGEŠ;KOLODVORSKA CESTA;2;D;23;2;1977;1;;;32,1;1/1;;;;;0;;;2 - stanovanje;pritličje;;32,1;32,1; bivalni prostor;;
809118;2185;SPODNJE GORJE;GORJE;320;1;;;1;SPODNJE GORJE;SPODNJE GORJE;102;;;1;1961;1;;;128,3;1/4;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;128,3;80,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
809140;751;ČREŠNJEVEC;SLOVENSKA BISTRICA;592;1;;;1;ČREŠNJEVEC;ČREŠNJEVEC;18;;;1;1996;1;;;229,6;1/2;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;229,6;140,8; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
810040;2190;BLED;BLED;405;8;;;1;BLED;GRAJSKA CESTA;23;;8;2;1900;1;;;97,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;97,7;84,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
811889;2452;DIVAČA;DIVAČA;664;194;;;1;DIVAČA;TRG 15. APRILA;1;B;;3;2009;1;;;13;1/1;;;;;0;;;15 - garaža;klet;;13;13; garaža;;
812560;518;TRIJE KRALJI;BENEDIKT;294;1;;;1;;;;;;15;1931;1;;;275;73/3840;;;;;0;;;27 - hlev;pritličje;;275;275; kmetijski prostor;;
808563;2304;NOVA GORICA;NOVA GORICA;643;1;;;1;NOVA GORICA;CESTA 25. JUNIJA;9;;1;2;1920;1;;;98,2;1/2;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;pritličje;;98,2;64,2; bivalni prostor | garaža | zaprta terasa, balkon, loža;;
812960;202;KAPELSKI VRH;RADENCI;100;1;;;1;KAPELSKI VRH;KAPELSKI VRH;18;;;1;1988;1;;;175,7;1/2;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;;;;;-;;
811963;1730;MOSTE;LJUBLJANA;1659;84;;;1;;;;;84;4;1988;1;;;13,3;1/1;;;;;0;;;15 - garaža;nadstropje;;13,3;13,3; garaža;;
808063;676;PEKRE;MARIBOR;1908;1;;;1;PEKRE;ULICA MAKSA PENA;4;;;1;2022;0;6;1;142,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;142,6;125,1; bivalni prostor | odprta terasa, balkon, loža;;
811409;2100;KRANJ;KRANJ;152;1;;;1;KRANJ;CESTA STANETA ŽAGARJA;18;;1;1;1939;1;;;126;1/1;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;pritličje;;126;71,9; bivalni prostor | klet | shramba, sušilnica, pralnica;;
810105;1242;KOZJE;KOZJE;598;1;;;1;KOZJE;KOZJE;13;;;1;2007;1;;;144,2;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;144,2;99,3; bivalni prostor | odprta terasa, balkon, loža;;
812892;1303;BUŠEČA VAS;BREŽICE;425;1;;;1;;;;;;14;1953;1;;;150,4;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;;;;;-;;
811121;2629;DVORI NAD IZOLO;IZOLA;702;2;;;1;KORTE;KORTE;160;;2;2;1996;1;;;381;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;381;238,4; bivalni prostor | garaža | odprta terasa, balkon, loža;;
812499;2668;GOJŠKA PLANINA;KAMNIK;28;1;;;1;;;;;;13;1959;1;;;52,2;239/190800;;;;;0;;;33 - klet;;;52,2;52,2; klet;;
809090;1316;STARA VAS;KRŠKO;517;5;;;1;KRŠKO;ZDOLSKA CESTA;16;;5;14;1954;1;;;11,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;44;21,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
812551;1075;OSTROŽNO;CELJE;2389;72;;;1;CELJE;POD KOSTANJI;10;;72;2;1986;1;;;59;1/1;;;;;0;;;2 - stanovanje;nadstropje;;59;55,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
808800;1731;UDMAT;LJUBLJANA;1026;2;;;1;LJUBLJANA;ZALOŠKA CESTA;18;;2;8;1870;1;;;31,6;1/1;;;;;0;;;12 - del stavbe za opravljanje storitev;pritličje;;31,6;31,6; lokal, prodajalna;;
811886;157;DOLGA VAS PRI LENDAVI;LENDAVA;301;1;;;1;;;;;;13;1995;1;;;47,4;1/2;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;47,4;47,4; kmetijski prostor;;
812394;1814;KRIŠKA VAS;IVANČNA GORICA;393;1;;;1;KRIŠKA VAS;KRIŠKA VAS;131;;;1;1990;1;;;80,8;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;80,8;77,7; bivalni prostor | odprta terasa, balkon, loža;;
813397;1725;AJDOVŠČINA;LJUBLJANA;596;292;;;1;;;;;;3;2023;1;;1;13,6;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;13,6;13,6; garažni parkirni prostor;;
808795;2636;BEŽIGRAD;LJUBLJANA;2630;314;;;1;LJUBLJANA;EINSPIELERJEVA ULICA;5;C;314;2;1963;1;;;69,9;1/1;;;;;0;;;2 - stanovanje;nadstropje;;69,9;63,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
813375;1725;AJDOVŠČINA;LJUBLJANA;600;15;;;1;;;;;;14;2023;1;;1;7,1;1/1;;;;;0;;;34 - shramba, sušilnica, pralnica;klet;;7,1;7,1; shramba, sušilnica, pralnica;;
809020;599;JURSKI VRH;KUNGOTA;42;1;;;1;;;;;;13;1974;1;;;55;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;55;55; kmetijski prostor;;
812499;2668;GOJŠKA PLANINA;KAMNIK;36;1;;;1;;;;;;13;1946;1;;;17,5;239/190800;;;;;0;;;27 - hlev;pritličje;;17,5;17,5; kmetijski prostor;;
811340;1772;SLAPE;LJUBLJANA;617;25;;;1;LJUBLJANA;POLJE, CESTA VI;18;;13;2;1977;1;;;62;1/1;;;;;0;;;2 - stanovanje;nadstropje;;62;62; bivalni prostor;;
813306;2392;AJDOVŠČINA;AJDOVŠČINA;1456;1;;;1;AJDOVŠČINA;CESTA IV. PREKOMORSKE;12;B;;1;1968;1;;;205,3;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;;;;;-;;
808772;400;PTUJ;PTUJ;5284;1;;;1;PTUJ;OB DRAVI;8;A;;6;2018;1;;;13,6;1000/3837;;;;;0;;;9 - poslovni del stavbe;pritličje;;13,6;13,6; poslovni prostor;;
809185;1723;VIČ;LJUBLJANA;1482;6;;;1;LJUBLJANA;ROŽNA DOLINA, CESTA IV;20;;;4;1900;1;;;22,8;1/4;;;;;0;;;15 - garaža;pritličje;;22,8;22,8; garaža;;
809871;1465;STARA VAS;ŠKOCJAN;612;1;;;1;DOLNJA STARA VAS;DOLNJA STARA VAS;125;;;1;1978;1;;;199,2;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;;;199,2;83,2; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
813323;1725;AJDOVŠČINA;LJUBLJANA;1516;40;;;1;;;;;;3;2022;1;;1;12,7;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12,7;12,7; garažni parkirni prostor;;
813341;1725;AJDOVŠČINA;LJUBLJANA;1516;32;;;1;;;;;;3;2022;1;;1;12,7;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12,7;12,7; garažni parkirni prostor;;
811052;1871;TRBOVLJE;TRBOVLJE;1805;1;;;1;TRBOVLJE;BEVŠKO;5;;;1;1975;1;;;199;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;199;131,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
813372;1737;TABOR;LJUBLJANA;2034;3;;;1;LJUBLJANA;TABOR;2;A;3;2;2022;1;;1;73,5;1/1;;;;;;;;2 - stanovanje;nadstropje;;73,5;58,8; bivalni prostor | klet | odprta terasa, balkon, loža;;
809061;2233;DOLJE;TOLMIN;111;1;;;1;GABRJE;GABRJE;30;;;1;1920;1;;;147;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;147;70; bivalni prostor | klet | shramba, sušilnica, pralnica;;
813292;169;PETIŠOVCI;LENDAVA;248;1;;;1;PETIŠOVCI;LENDAVSKA CESTA;1;;2;2;1950;0;6;;73;1/1;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;;;;;-;;
811137;1938;MENGEŠ;MENGEŠ;919;1;;;1;MENGEŠ;SLOVENSKA CESTA;35;;;1;1960;1;;;108,7;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;108,7;74,7; bivalni prostor | klet | odprta terasa, balkon, loža | tehnični prostor;;
811060;1466;GORENJA VAS;ŠMARJEŠKE TOPLICE;1348;1;;;1;VINICA PRI ŠMARJETI;VINICA PRI ŠMARJETI;32;;;1;1900;1;;;37;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;37;34; bivalni prostor | klet;;
811076;750;VRHLOGA;SLOVENSKA BISTRICA;598;1;;;1;;;;;;13;1960;1;;;12;1/28;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;12;12; kmetijski prostor;;
808711;2679;GRADIŠČE II;LJUBLJANA;995;1;;;1;LJUBLJANA;LANGUSOVA ULICA;3;;;1;1925;1;;;212,8;1/2;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;212,8;136,8; bivalni prostor | klet;;
809696;2175;JESENICE;JESENICE;1087;25;;;1;JESENICE;CESTA MARŠALA TITA;2;A;25;2;1972;1;;;57,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;57,3;51,4; bivalni prostor | klet | odprta terasa, balkon, loža;;
809191;400;PTUJ;PTUJ;915;1;;;1;PTUJ;AŠKERČEVA ULICA;12;;;1;1880;1;;;72,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;72,6;69,1; bivalni prostor | klet;;
810041;2121;KLANEC;KRANJ;393;30;;;1;KRANJ;CESTA JAKA PLATIŠE;3;;30;2;1982;1;;;31,1;1/1;;;;;0;;;2 - stanovanje;nadstropje;;31,1;28,4; bivalni prostor | klet;;
811695;1803;METNAJ;IVANČNA GORICA;35;1;;;1;METNAJ;METNAJ;19;;;1;2007;1;;;185;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;185;170,5; bivalni prostor | odprta terasa, balkon, loža | prostor z omejeno uporabo | shramba, sušilnica, pralnica;;
809879;1908;PODGORJE;KAMNIK;601;1;;;1;KAMNIK;JELOVŠKOVA ULICA;20;;;1;1968;1;;;164,7;1/2;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;164,7;97,3; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
811647;313;ŠALOVCI PRI SREDIŠČU;SREDIŠČE OB DRAVI;132;1;;;1;;;;;;13;1947;1;;;134;1/1;;;;;0;;;27 - hlev;pritličje;;134;134; kmetijski prostor;;
809562;1740;SPODNJA ŠIŠKA;LJUBLJANA;688;1;;;1;LJUBLJANA;ČERNETOVA ULICA;34;;1;2;1930;1;;;93,7;1/3;;;;;0;;;2 - stanovanje;pritličje;;93,7;67,4; bivalni prostor | klet;;
809788;995;ŠEMPETER V SAVINJSKI DOLINI;ŽALEC;1531;1;;;1;;;;;;11;2008;1;;;52,4;1/2;;;;;0;;;17 - del stavbe za industrijsko rabo;pritličje;;52,4;52,4; proizvodni in skladiščni prostor;;
809988;1814;KRIŠKA VAS;IVANČNA GORICA;378;1;;;1;KRIŠKA VAS;KRIŠKA VAS;124;;;1;1998;1;;;96,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;96,6;73,4; bivalni prostor | odprta terasa, balkon, loža | prostor z omejeno uporabo;;
810286;2605;KOPER;KOPER;2187;1;;SV 725/23;1;KOPER;KOPALIŠKO NABREŽJE;9;;1;5;2020;1;;1;187,6;1/1;;;;;0;;;17 - del stavbe za industrijsko rabo;pritličje;;187,6;187,6; proizvodni in skladiščni prostor;;
811119;1297;MOSTEC;BREŽICE;431;1;;;1;;;;;;13;1950;1;;;70;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;70;70; kmetijski prostor;;
812349;1832;VAČE;LITIJA;274;1;;;1;;;;;;4;1960;1;;;33,3;1/3;;;;;0;;;15 - garaža;pritličje;;33,3;33,3; garaža;;
809241;400;PTUJ;PTUJ;1906;20;;;1;PTUJ;ULICA HEROJA LACKA;5;;20;6;1961;1;;;283,4;1/1;;;;;0;;;49 - banka, pošta, zavarovalnica;nadstropje;;283,4;283,4; poslovni prostor;;
809959;1038;PLAZOVJE;LAŠKO;16;1;;;1;;;;;;13;1750;1;;;150;1/1;;;;;0;;;27 - hlev;pritličje;;150;150; kmetijski prostor;;
811384;1193;MALE RODNE;ROGAŠKA SLATINA;199;1;;;1;;;;;;4;1976;1;;;22;1/1;;;;;0;;;15 - garaža;pritličje;;22;22; garaža;;
808741;1726;ŠENTPETER;LJUBLJANA;398;2;;;1;LJUBLJANA;MALENŠKOVA ULICA;5;A;2;2;1947;1;;;47,7;1/1;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;pritličje;;47,7;47,7; bivalni prostor;;
