ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Parcelna številka za geolokacijo;Interna oznaka dela stavbe;Evidentiranost dela stavbe;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta dela stavbe;Leto izgradnje dela stavbe;Stavba je dokončana;Gradbena faza;Novogradnja;Prodana površina;Prodani delež dela stavbe;Prodana površina dela stavbe;Prodana uporabna površina dela stavbe;Nadstropje dela stavbe;Število zunanjih parkirnih mest;Atrij;Površina atrija;Opombe o nepremičnini;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina;Prostori dela stavbe;Pogodbena cena dela stavbe;Stopnja DDV dela stavbe
813328;1725;AJDOVŠČINA;LJUBLJANA;1516;30;;;1;;;;;;3;2022;1;;1;12,7;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12,7;12,7; garažni parkirni prostor;;
812574;1115;SLOVENSKE KONJICE;SLOVENSKE KONJICE;1280;16;;;1;SLOVENSKE KONJICE;MESTNI TRG;9;;16;2;1971;1;;;42,8;1/1;;;;;0;;;2 - stanovanje;nadstropje;;42,8;42,8; bivalni prostor;;
812169;1169;CEROVEC;ROGAŠKA SLATINA;260;1;;;1;;;;;;14;1945;1;;;55;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;55;55; kmetijski prostor;;
812209;699;HOČKO POHORJE;HOČE-SLIVNICA;511;1;;;1;;;;;;1;1977;1;;;100;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;100;44; bivalni prostor | klet | odprta terasa, balkon, loža;;
812967;2631;PORTOROŽ;PIRAN;1175;1;;;1;;;;;;13;1908;1;;;10;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;;;;;-;;
811553;2175;JESENICE;JESENICE;409;15;;;1;JESENICE;CESTA REVOLUCIJE;1;;15;2;1955;1;;;96,4;1/1;;;;;0;;;2 - stanovanje;nadstropje;;96,4;71,4; bivalni prostor | klet | odprta terasa, balkon, loža;;
809472;1208;DOL;ŠMARJE PRI JELŠAH;190;1;;;1;;;;;;13;1810;1;;;196,9;1/1;;;;;0;;;27 - hlev;pritličje;;196,9;196,9; kmetijski prostor;;
808647;2413;MALI DOL;KOMEN;63;1;;;1;;;;;;13;1830;1;;;80;1/1;;;;;0;;;29 - del stavbe za spravilo pridelka;pritličje;;80;80; kmetijski prostor;;
809686;1493;VELIKI PODLJUBEN;NOVO MESTO;567;1;;;1;VELIKI PODLJUBEN;VELIKI PODLJUBEN;22;;;1;1960;1;;;110,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;nadstropje;;110,5;75,6; bivalni prostor | garaža | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
812499;2668;GOJŠKA PLANINA;KAMNIK;49;1;;;1;;;;;;13;1900;1;;;45;239/190800;;;;;0;;;33 - klet;;;45;45; klet;;
808479;529;JUROVSKI DOL;SVETI JURIJ V SLOVENSKIH GORICAH;455;3;;;1;JUROVSKI DOL;JUROVSKI DOL;115;A;3;2;2022;1;;1;58,7;1/1;;;;;0;;;2 - stanovanje;pritličje;;58,7;58,7; bivalni prostor | shramba, sušilnica, pralnica;;
809981;1735;STOŽICE;LJUBLJANA;1709;22;;;1;;;;;20;6;1993;1;;;20,2;1/1;;;;;0;;;10 - trgovski del stavbe;klet;;20,2;20,2; lokal, prodajalna;;
812540;680;TEZNO;MARIBOR;1074;104;;;1;MARIBOR;PRVOMAJSKA ULICA;33;;15;2;1963;1;;;53;1/1;;;;;0;;;2 - stanovanje;nadstropje;;53;47,4; bivalni prostor | klet;;
809131;978;STUDENCE;ŽALEC;1003;1;;;1;;;;;;13;1992;1;;;29,3;1/1;;;;;0;;;60 - zidanica;pritličje;;29,3;29,3; kmetijski prostor;;
811340;1772;SLAPE;LJUBLJANA;617;26;;;1;LJUBLJANA;POLJE, CESTA VI;18;;13;14;1977;1;;;3,5;1/1;;;;;0;;;33 - klet;klet;;3,5;3,5; klet;;
811242;2017;DOLENJI LOGATEC;LOGATEC;209;3;;;1;LOGATEC;PREŠERNOVA ULICA;4;;3;2;1968;1;;;63,9;1/1;;;;;0;;;2 - stanovanje;nadstropje;;63,9;58,1; bivalni prostor | klet | zaprta terasa, balkon, loža;;
812329;1483;KANDIJA;NOVO MESTO;8;8;;;1;NOVO MESTO;SMREČNIKOVA ULICA;2;;8;2;1954;1;;;58;1/1;;;;;0;;;2 - stanovanje;nadstropje;;58;41,5; bivalni prostor | klet | odprta terasa, balkon, loža;;
809948;298;MIHALOVCI;ORMOŽ;164;1;;;1;MIHALOVCI;MIHALOVCI;51;;;1;1850;1;;;132,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;132,5;66,4; bivalni prostor | klet;;
808858;1541;LOKA;ČRNOMELJ;207;1;;;1;ČRNOMELJ;VINIŠKA CESTA;10;;;1;1990;1;;;181,2;46/48;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;;;181,2;0; nedokončan prostor;;
808637;1322;KRŠKO;KRŠKO;183;1;;;1;DUNAJ;DUNAJ;6;;;1;1970;1;;;112,9;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;112,9;58,6; bivalni prostor | klet | odprta terasa, balkon, loža | zaprta terasa, balkon, loža;;
812413;2166;ČEŠNJICA PRI KROPI;RADOVLJICA;354;1;;;1;;;;;;13;1969;1;;;54;1/2;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;22,8;22,8; kmetijski prostor;;
812000;1720;KRAKOVSKO PREDMESTJE;LJUBLJANA;286;4;;;1;LJUBLJANA;KRAKOVSKI NASIP;22;;4;2;1897;1;;;108;1/1;;;;;0;;;2 - stanovanje;nadstropje;;108;94; bivalni prostor | odprta terasa, balkon, loža;;
810531;1410;MIRNA;MIRNA;1568;164;;;1;;;;;;3;2022;1;;1;14,6;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;14,6;14,6; garažni parkirni prostor;;
812483;1077;CELJE;CELJE;3531;2;;;1;CELJE;TEHARSKA CESTA;13;;2;2;1890;1;;;65,2;2/6;;;;;0;;;2 - stanovanje;;;65,2;50,4; bivalni prostor | klet | odprta terasa, balkon, loža;;
809778;1646;PUDOB;LOŠKA DOLINA;32;1;;;1;PUDOB;PUDOB;27;;;1;1849;1;;;145,8;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;145,8;101; bivalni prostor | klet | odprta terasa, balkon, loža;;
812800;2605;KOPER;KOPER;158;27;;;1;KOPER;MUZEJSKI TRG;4;;27;2;1960;1;;;64,6;1/2;;;;;0;;;2 - stanovanje;nadstropje;;64,6;55,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
811259;2131;STRAŽIŠČE;KRANJ;780;3;;;1;KRANJ;ŠEMPETERSKA ULICA;55;;3;2;1948;1;;;106;1/1;;;;;0;;;2 - stanovanje;pritličje;;106;87,5; bivalni prostor | klet | shramba, sušilnica, pralnica;;
809933;338;SREDIŠČE;SREDIŠČE OB DRAVI;1157;1;;;1;SREDIŠČE OB DRAVI;SLOVENSKA CESTA;36;C;;1;1960;1;;;143,1;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;143,1;102,3; bivalni prostor | odprta terasa, balkon, loža | prostor z omejeno uporabo;;
810531;1410;MIRNA;MIRNA;1568;181;;;1;;;;;;14;2022;1;;1;6,8;1/1;;;;;0;;;34 - shramba, sušilnica, pralnica;klet;;6,8;6,8; shramba, sušilnica, pralnica;;
812581;2015;GORENJI LOGATEC;LOGATEC;1000;6;;;1;;;;;6;3;2005;1;;;13;1/1;;;;;0;;;16 - garažno parkirno mesto;nadstropje;;13;13; garažni parkirni prostor;;
809401;678;SPODNJE RADVANJE;MARIBOR;157;125;;;1;MARIBOR;PRUŠNIKOVA ULICA;16;;125;2;1983;1;;;59,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;59,7;54; bivalni prostor | klet | odprta terasa, balkon, loža;;
794596;1740;SPODNJA ŠIŠKA;LJUBLJANA;3653;28;;;1;;;;;;3;2022;1;;1;12,5;100/100;;;;;0;;;16 - garažno parkirno mesto;klet;;12,5;12,5; garažni parkirni prostor;;
812031;1938;MENGEŠ;MENGEŠ;1617;38;;;1;MENGEŠ;KOLODVORSKA CESTA;2;D;28;2;1977;1;;;38,8;1/1;;;;;0;;;2 - stanovanje;pritličje;;38,8;32; bivalni prostor | prostor z omejeno uporabo;;
809212;1738;DRAVLJE;LJUBLJANA;3344;262;;;1;LJUBLJANA;KAVADARSKA CESTA;5;;;4;2010;1;;;12;1/1;;;;;0;;;15 - garaža;nadstropje;;12;12; garaža;;
813129;1739;ZGORNJA ŠIŠKA;LJUBLJANA;7025;52;;;1;LJUBLJANA;CELOVŠKA CESTA;178;;52;2;2023;1;;1;51,5;1/1;;;;;0;;;2 - stanovanje;nadstropje;;51,5;42,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
809207;1723;VIČ;LJUBLJANA;10282;5;;;1;LJUBLJANA;CESTA DVEH CESARJEV;202;;5;2;2023;1;;1;75;1;;;;;0;;;2 - stanovanje;nadstropje;;75;66,2; bivalni prostor | odprta terasa, balkon, loža;;
812067;1732;ŠTEPANJA VAS;LJUBLJANA;929;94;;;1;LJUBLJANA;BILEČANSKA ULICA;5;;94;2;1978;1;;;65,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;65,7;60; bivalni prostor | klet | odprta terasa, balkon, loža;;
810531;1410;MIRNA;MIRNA;1568;92;;;1;;;;;;14;2022;1;;1;3,4;1/1;;;;;0;;;34 - shramba, sušilnica, pralnica;klet;;3,4;3,4; shramba, sušilnica, pralnica;;
808661;2199;SAVICA;BOHINJ;823;1;;;1;KAMNJE;KAMNJE;24;;1;1;1700;1;;;36,1;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;36,1;36,1; bivalni prostor;;
811076;750;VRHLOGA;SLOVENSKA BISTRICA;83;2;;;1;TRNOVEC PRI SLOVENSKI BISTRICI;TRNOVEC PRI SLOVENSKI BISTRICI;8;;1;13;1800;1;;;30;1/28;;;;;0;;;27 - hlev;pritličje;;30;30; kmetijski prostor;;
809676;1735;STOŽICE;LJUBLJANA;333;1;;;1;LJUBLJANA;TESOVNIKOVA ULICA;31;;1;2;1990;1;;;116,4;1/1;;;;;0;;;2 - stanovanje;pritličje;;116,4;116,4; bivalni prostor;;
809732;1976;PRESKA;MEDVODE;1609;1;;;1;;;;;;4;1960;1;;;10;1/1;;;;;0;;;15 - garaža;pritličje;;10;10; garaža;;
812437;2017;DOLENJI LOGATEC;LOGATEC;385;1;;;1;;;;;;13;1820;1;;;100;1/1;;;;;0;;;29 - del stavbe za spravilo pridelka;pritličje;;100;100; kmetijski prostor;;
811429;2310;OZELJAN;NOVA GORICA;338;1;;;1;;;;;;13;1850;1;;;114;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;114;114; kmetijski prostor;;
812105;1737;TABOR;LJUBLJANA;1976;601;;;1;;;;;;3;2012;1;;;15,1;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;15,1;15,1; garažni parkirni prostor;;
808539;170;PINCE;LENDAVA;172;1;;;1;PINCE;PRED BREGOM;52;;;13;1970;1;;;40;1/1;;;;;0;;;60 - zidanica;pritličje;;40;40; kmetijski prostor;;
811195;2087;GOLNIK;KRANJ;1;155;;;1;GOLNIK;GOLNIK;55;;114;2;1959;1;;;69,9;1/1;;;;;0;;;2 - stanovanje;nadstropje;;69,9;59,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
811455;1734;JEŽICA;LJUBLJANA;1339;12;;;1;LJUBLJANA;GLINŠKOVA PLOŠČAD;3;;16;2;1978;1;;;44,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;44,3;36,3; bivalni prostor | klet | odprta terasa, balkon, loža;;
813368;1725;AJDOVŠČINA;LJUBLJANA;596;339;;;1;;;;;;3;2023;1;;1;23,5;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;23,5;23,5; garažni parkirni prostor;;
809693;829;DRAVOGRAD;DRAVOGRAD;153;1;;;1;DRAVOGRAD;POD GRADOM;125;;;1;1980;1;;;241,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;241,5;145,1; bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
812304;1730;MOSTE;LJUBLJANA;4100;105;;;1;LJUBLJANA;LESKOŠKOVA CESTA;9;E;105;4;2004;1;;;12;1/1;;;;;0;;;15 - garaža;klet;;12;12; garaža;;
812461;424;APAČE;KIDRIČEVO;448;1;;;1;;;;;;4;1979;1;;;26,6;1/1;;;;;0;;;15 - garaža;pritličje;;26,6;26,6; garaža;;
811345;1740;SPODNJA ŠIŠKA;LJUBLJANA;1550;21;;;1;LJUBLJANA;LEPODVORSKA ULICA;2;;21;2;1968;1;;;60,6;1/1;;;;;0;;;2 - stanovanje;nadstropje;;60,6;54,5; bivalni prostor | klet | odprta terasa, balkon, loža;;
812050;2131;STRAŽIŠČE;KRANJ;719;1;;;1;KRANJ;STRAŽIŠKA ULICA;22;;1;2;1938;1;;;76;1/1;;;;;0;;;2 - stanovanje;klet;;76;65,4; bivalni prostor | klet;;
811119;1297;MOSTEC;BREŽICE;433;2;;;1;;;;;;11;1995;1;;;47,8;1/1;;;;;0;;;21 - skladišče;pritličje;;47,8;47,8; proizvodni in skladiščni prostor;;
811097;681;POBREŽJE;MARIBOR;809;1;;;1;;;;;;4;1900;1;;;172,6;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;172,6;172,6; kmetijski prostor;;
809648;1737;TABOR;LJUBLJANA;118;27;;;1;LJUBLJANA;KOTNIKOVA ULICA;36;;28;2;2000;1;;;92,6;1/1;;;;;0;;;2 - stanovanje;nadstropje;;92,6;76,4; bivalni prostor | klet;;
809245;1737;TABOR;LJUBLJANA;2027;39;;;1;LJUBLJANA;KOLODVORSKA ULICA;6;A;39;2;2021;1;;;58,5;1/1;;;;;0;;;2 - stanovanje;nadstropje;;58,5;58,5; bivalni prostor;;
811333;1349;DOVŠKO;KRŠKO;434;4;;;1;SENOVO;TITOVA CESTA;101;;4;13;1960;1;;;40;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;40;40; kmetijski prostor;;
808524;676;PEKRE;MARIBOR;1914;1;;;1;PEKRE;ULICA MAKSA PENA;28;;;1;2023;0;4;1;142,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;142,6;125,1; bivalni prostor | odprta terasa, balkon, loža;;
809417;1720;KRAKOVSKO PREDMESTJE;LJUBLJANA;149;7;;;1;LJUBLJANA;ZOISOVA CESTA;8;;7;2;1701;1;;;105,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;105,7;103,1; bivalni prostor | klet;;
809127;1265;VOLČJE;BREŽICE;43;1;;;1;;;;;;13;1989;1;;;29,2;1/1;;;;;0;;;60 - zidanica;pritličje;;29,2;29,2; kmetijski prostor;;
812772;1725;AJDOVŠČINA;LJUBLJANA;277;117;;;1;LJUBLJANA;TRDINOVA ULICA;2;;4;2;1906;1;;;76,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;76,3;68; bivalni prostor | klet;;
813379;1725;AJDOVŠČINA;LJUBLJANA;596;14;;;1;LJUBLJANA;ŽUPANČIČEVA ULICA;17;;13;2;2023;1;;1;123,9;1/1;;;;;0;;;2 - stanovanje;nadstropje;;123,9;117,7; bivalni prostor | zaprta terasa, balkon, loža;;
810059;2606;SEMEDELA;KOPER;6343;1;;;1;KOPER;GRADNIKOVA ULICA;6;E;;1;1968;1;;;113,6;1/2;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;113,6;80,6; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
813121;2119;ŠENČUR;ŠENČUR;1640;1;;;2;;;;;;1;2022;0;4;1;;1/1;174,6;;;;0;;;;;;;;-;;
809274;2594;ANKARAN;ANKARAN;143;1;;;1;;;;;;1;1993;1;;;76,1;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;76,1;0; nedokončan prostor;;
813154;1739;ZGORNJA ŠIŠKA;LJUBLJANA;7025;244;;;1;;;;;;3;2023;1;;1;13,2;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;13,2;13,2; garažni parkirni prostor;;
809605;200;RADENCI;RADENCI;1;1;;;1;RADENCI;KAPELSKA CESTA;2;;;1;1960;1;;;351,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;351,5;131,9; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica | zaprta terasa, balkon, loža;;
811443;964;VELENJE;VELENJE;3558;5;;;1;VELENJE;TOMŠIČEVA CESTA;12;;5;2;1963;1;;;65;1/1;;;;;0;;;2 - stanovanje;nadstropje;;65;56,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
792104;657;MARIBOR-GRAD;MARIBOR;2318;195;;;1;MARIBOR;ULICA VITA KRAIGHERJA;5;;;3;1992;1;;;11,4;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;11,4;11,4; garažni parkirni prostor;;
812720;1740;SPODNJA ŠIŠKA;LJUBLJANA;3387;1;;;1;;;;;;4;1967;1;;;15;1/1;;;;;0;;;15 - garaža;pritličje;;15;15; garaža;;
811730;2176;BLEJSKA DOBRAVA;JESENICE;455;1;;;1;;;;;;4;1971;1;;;30,5;1/8;;;;;0;;;15 - garaža;pritličje;;30,5;30,5; garaža;;
810531;1410;MIRNA;MIRNA;1568;155;;;1;;;;;;3;2022;1;;1;12,8;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12,8;12,8; garažni parkirni prostor;;
811200;2021;DOBRAČEVA;ŽIRI;24;1;;;1;SELO;SELO;22;;;1;1928;1;;;154,8;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;154,8;59,8; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
812499;2668;GOJŠKA PLANINA;KAMNIK;22;1;;;1;;;;;;13;1948;1;;;52,2;239/190800;;;;;0;;;33 - klet;;;52,2;52,2; klet;;
812533;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;4416;5;;;1;LJUBLJANA;TRNOVSKI PRISTAN;12;;53;10;1985;1;;;64,3;1/1;;;;;0;;;43 - šola, vrtec;klet;;64,3;64,3; poslovni prostor;;
809711;1102;KRIŽEVEC;ZREČE;139;1;;;1;KRIŽEVEC;KRIŽEVEC;20;C;;1;1996;1;;;233;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;233;152,5; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
812492;1401;NOVO ZABUKOVJE;ŠENTRUPERT;55;1;;;1;ZABUKOVJE;ZABUKOVJE;37;;;1;1978;1;;;32,8;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;32,8;27,8; bivalni prostor | odprta terasa, balkon, loža;;
811275;259;LJUTOMER;LJUTOMER;2084;19;;;1;LJUTOMER;PREŠERNOVA ULICA;17;A;19;14;2003;1;;;3,8;1/1;;;;;0;;;33 - klet;pritličje;;3,8;3,8; klet;;
812970;1726;ŠENTPETER;LJUBLJANA;1401;1;;;1;LJUBLJANA;GRABLOVIČEVA ULICA;20;A;1;2;2023;1;;1;23,3;1/9;;;;;1;;;2 - stanovanje;pritličje;;23,3;23,3; bivalni prostor;;
812304;1730;MOSTE;LJUBLJANA;4100;197;;;1;;;;;;4;2004;1;;;12;1/1;;;;;0;;;15 - garaža;klet;;12;12; garaža;;
808664;2175;JESENICE;JESENICE;244;63;;;1;JESENICE;CESTA CIRILA TAVČARJA;10;;63;2;1977;1;;;60,1;1/1;;;;;0;;;2 - stanovanje;nadstropje;;60,1;55; bivalni prostor | klet | odprta terasa, balkon, loža;;
812311;316;LIBANJA;ORMOŽ;36;1;;;1;LIBANJA;LIBANJA;8;;;1;1920;1;;;94;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;94;47,4; bivalni prostor | klet;;
812775;400;PTUJ;PTUJ;516;26;;;1;PTUJ;OSOJNIKOVA CESTA;22;;26;8;1995;1;;;35,1;1/1;;;;;0;;;12 - del stavbe za opravljanje storitev;pritličje;;35,1;35,1; lokal, prodajalna;;
811145;965;LAZE;VELENJE;324;1;;;1;ARNAČE;ARNAČE;34;;;1;1807;1;;;370;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;370;369,5; bivalni prostor | klet;;
811735;2152;SREDNJA VAS;RADOVLJICA;36;3;;;1;;;;;;14;1977;1;;;2;1/1;;;;;0;;;37 - skupni komunikacijski prostor;pritličje;;2;2; skupni komunikacijski prostor;;
810981;1726;ŠENTPETER;LJUBLJANA;1400;1;;;1;LJUBLJANA;GRABLOVIČEVA ULICA;4;A;1;2;2022;1;;1;106,9;1/1;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;pritličje;;106,9;106,9; bivalni prostor | shramba, sušilnica, pralnica;;
812106;1772;SLAPE;LJUBLJANA;2638;31;;;1;LJUBLJANA;POLJE, CESTA VI;4;;12;14;1975;1;;;3,6;1/1;;;;;0;;;33 - klet;klet;;3,6;0; klet;;
812699;567;ZGORNJA VELKA;ŠENTILJ;683;3;;;1;ZGORNJA VELKA;ZGORNJA VELKA;41;A;3;2;1966;1;;;90,1;1/1;;;;;0;;;2 - stanovanje;nadstropje;;90,1;64,6; bivalni prostor | klet | odprta terasa, balkon, loža;;
811297;1696;RUDNIK;ŠKOFLJICA;2751;6;;;1;LAVRICA;OGRINOVA ULICA;17;;6;2;2009;1;;;91,4;1/1;;;;;0;;;2 - stanovanje;pritličje;;91,4;77,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
811509;71;STRUKOVCI;PUCONCI;103;1;;;1;STRUKOVCI;STRUKOVCI;53;;;13;1973;1;;;844;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;844;844; kmetijski prostor;;
809414;1936;RADOMLJE;DOMŽALE;963;4;;;1;RADOMLJE;TRIGLAVSKA ULICA;2;A;4;2;2008;1;;;86,9;1/1;;;;;0;;;2 - stanovanje;pritličje;;86,9;69,4; bivalni prostor | klet;;
811732;2325;MIREN;MIREN-KOSTANJEVICA;313;1;;;1;;;;;;13;1920;1;;;27,2;1/2;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;27,2;27,2; kmetijski prostor;;
811886;157;DOLGA VAS PRI LENDAVI;LENDAVA;892;1;;;1;;;;;;13;1979;1;;;31,8;3/8;;;;;0;;;27 - hlev;pritličje;;31,8;31,8; kmetijski prostor;;
812172;959;ŠOŠTANJ;ŠOŠTANJ;908;1;;;1;ŠOŠTANJ;KAJUHOVA CESTA;6;A;;1;1952;1;;;92,8;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;92,8;87; bivalni prostor | odprta terasa, balkon, loža;;
811816;1115;SLOVENSKE KONJICE;SLOVENSKE KONJICE;1320;6;;;1;SLOVENSKE KONJICE;ULICA TONETA MELIVE;4;;6;2;1984;1;;;61,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;61,7;55,3; bivalni prostor | klet | odprta terasa, balkon, loža;;
808785;1829;VELIKO GLOBOKO;IVANČNA GORICA;125;3;;;1;VELIKO GLOBOKO;VELIKO GLOBOKO;22;;3;2;1975;1;;;101,2;1/1;;;;;0;;;2 - stanovanje;pritličje;;101,2;75,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
808813;2613;TRUŠKE;KOPER;352;1;;;1;KOZLOVIČI;KOZLOVIČI;1;A;;1;1800;0;3;;178;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;95,5;64; bivalni prostor | garaža | klet;;
812499;2668;GOJŠKA PLANINA;KAMNIK;25;1;;;1;;;;;;13;1946;1;;;84;239/190800;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;84;84; kmetijski prostor;;
811119;1297;MOSTEC;BREŽICE;433;3;;;1;;;;;;11;1995;1;;;33,4;1/1;;;;;0;;;9 - poslovni del stavbe;nadstropje;;33,4;33,4; poslovni prostor;;
811487;1691;HUDI VRH;BLOKE;10;1;;;1;HUDI VRH;HUDI VRH;10;;;1;1947;1;;;95;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;95;61; bivalni prostor | klet;;
809747;1387;CIRNIK;SEVNICA;327;1;;;1;;;;;;13;2002;1;;;103,9;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;103,9;103,9; kmetijski prostor;;
791533;657;MARIBOR-GRAD;MARIBOR;2168;17;;;1;MARIBOR;ULICA TALCEV;24;;11;5;1995;1;;;16,1;1/1;;;;;0;;;9 - poslovni del stavbe;nadstropje;;16,1;16,1; poslovni prostor;;
811728;1732;ŠTEPANJA VAS;LJUBLJANA;1299;7;;;1;LJUBLJANA;JAKČEVA ULICA;17;;4;2;1976;1;;;37,5;1/1;;;;;0;;;2 - stanovanje;nadstropje;;37,5;37,5; bivalni prostor;;
809402;2156;RADOVLJICA;RADOVLJICA;602;31;;;1;RADOVLJICA;CANKARJEVA ULICA;16;;101;2;1981;1;;;74,4;1/2;;;;;0;;;2 - stanovanje;pritličje;;74,4;62,5; bivalni prostor | klet | odprta terasa, balkon, loža;;
810835;2304;NOVA GORICA;NOVA GORICA;3037;67;;;1;NOVA GORICA;DELPINOVA ULICA;18;B;67;14;2011;1;;0;4,4;1/1;;;;;0;;;21 - skladišče;klet;;4,4;4,4; proizvodni in skladiščni prostor;;
811961;2020;LEDINICA;ŽIRI;123;1;;;1;JARČJA DOLINA;JARČJA DOLINA;31;;;1;1997;1;;;52,9;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;52,9;19,9; bivalni prostor;;
792104;657;MARIBOR-GRAD;MARIBOR;2318;76;;;1;MARIBOR;ULICA VITA KRAIGHERJA;5;;76;5;1992;1;;;79,6;1/1;;;;;0;;;10 - trgovski del stavbe;nadstropje;;79,6;40,8; lokal, prodajalna;;
810737;681;POBREŽJE;MARIBOR;6173;207;;;1;MARIBOR;ULICA VELJKA VLAHOVIĆA;64;;207;3;2009;1;;0;12,5;1/1;;;;;0;;;15 - garaža;klet;;12,5;12,5; garaža;;
811318;681;POBREŽJE;MARIBOR;1901;1;;;1;MARIBOR;CESTA XIV. DIVIZIJE;61;;;1;1920;1;;;72,7;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;klet;;72,7;48,6; bivalni prostor | klet;;
812195;680;TEZNO;MARIBOR;4;67;;;1;MARIBOR;PRVOMAJSKA ULICA;28;;67;3;2003;1;;;15,8;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;15,8;15,8; garažni parkirni prostor;;
812037;1736;BRINJE I;LJUBLJANA;1539;92;;;1;LJUBLJANA;DUNAJSKA CESTA;159;;92;3;2004;1;;;11,8;1/1;;;;;0;;;16 - garažno parkirno mesto;pritličje;;11,8;11,8; garažni parkirni prostor;;
811399;2021;DOBRAČEVA;ŽIRI;1515;1;;;1;ŽIRI;JEZERSKA ULICA;24;;;1;1957;1;;;270,5;1/6;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;270,5;77,5; bivalni prostor | klet | shramba, sušilnica, pralnica;;
