ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
671135;2319;BUKOVICA;RENČE-VOGRSKO;528/7;5;;;1/1;;574;;
671135;2319;BUKOVICA;RENČE-VOGRSKO;528/19;5;;;1/1;;139;;
671676;2302;KROMBERK;NOVA GORICA;1132/2;5;;;1/1;;2338;;
671676;2302;KROMBERK;NOVA GORICA;1130/6;5;;;1/1;;151;;
671676;2302;KROMBERK;NOVA GORICA;1132/1;5;;;1/1;;1518;;
671676;2304;NOVA GORICA;NOVA GORICA;1970/1;5;;;1/1;;53;;
671676;2304;NOVA GORICA;NOVA GORICA;1970/3;5;;;1/1;;172;;
671676;2304;NOVA GORICA;NOVA GORICA;1970/4;5;;;1/1;;12;;
671676;2304;NOVA GORICA;NOVA GORICA;853/1;5;;;1/1;;31;;
671676;2304;NOVA GORICA;NOVA GORICA;853/3;5;;;1/1;;152;;
671676;2304;NOVA GORICA;NOVA GORICA;854/247;5;;;1/1;;19;;
791294;1483;KANDIJA;NOVO MESTO;49;7;;;1/1;;1162;;
791294;1483;KANDIJA;NOVO MESTO;50;1;;;1/1;;463;;
791294;1483;KANDIJA;NOVO MESTO;52;7;;;1/1;;636;;
791294;1483;KANDIJA;NOVO MESTO;47;7;;;1/1;;1944;;
791294;1483;KANDIJA;NOVO MESTO;51;7;;;1/1;;1193;;
791294;1483;KANDIJA;NOVO MESTO;48;7;;;1/1;;639;;
791407;964;VELENJE;VELENJE;2007/15;1;;;1/1;;7;;
791407;964;VELENJE;VELENJE;2008/1;5;;;1/1;;700;;
791407;964;VELENJE;VELENJE;2007/14;1;;;1/1;;223;;
791427;1855;HRASTNIK MESTO;HRASTNIK;84/8;5;;;1/1;;691;;
791458;1622;ZAMOSTEC;RIBNICA;1622/10;3;;;1/1;;252;;
791501;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;512/6;5;;;1/1;;2370;;
791501;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;*105;5;;;1/1;;63;;
791542;1783;GROSUPLJE NASELJE;GROSUPLJE;249/3;5;;;1/1;;623;;
791595;2161;ZALOŠE;RADOVLJICA;955/19;1;;;1/3;;517;;
791722;2504;ZAGORJE;PIVKA;392/2;5;;;1/1;;60;;
791722;2504;ZAGORJE;PIVKA;392/4;5;;;1/1;;114;;
791722;2504;ZAGORJE;PIVKA;393/4;5;;;1/1;;25;;
791877;2528;KOSEZE;ILIRSKA BISTRICA;428;7;;;1/1;;2956;;
791877;2528;KOSEZE;ILIRSKA BISTRICA;429;7;;;1/1;;3133;;
791877;2528;KOSEZE;ILIRSKA BISTRICA;675;7;;;1/1;;263;;
791877;2528;KOSEZE;ILIRSKA BISTRICA;205;7;;;1/1;;870;;
791877;2528;KOSEZE;ILIRSKA BISTRICA;427/2;7;;;1/1;;1180;;
791931;1105;ŠKALCE;ZREČE;310;7;;;1/1;;4081;;
791931;1105;ŠKALCE;ZREČE;308/2;5;;;1/1;;66;;
791931;1105;ŠKALCE;ZREČE;309;7;;;1/1;;3677;;
791931;1105;ŠKALCE;ZREČE;312;7;;;1/1;;2648;;
791931;1105;ŠKALCE;ZREČE;308/1;7;;;1/1;;11115;;
792246;657;MARIBOR GRAD;MARIBOR;352;5;;;12/60;;186;;
792246;657;MARIBOR GRAD;MARIBOR;351/1;1;;;12/60;;368;;
792295;2002;VRHNIKA;VRHNIKA;1796/56;5;;;1/1;;260;;
792295;2002;VRHNIKA;VRHNIKA;1796/60;5;;;1/1;;32;;
792295;2002;VRHNIKA;VRHNIKA;1796/58;5;;;1/1;;11;;
792325;2320;PRVAČINA;RENČE-VOGRSKO;1515/21;3;;;1/1;;6198;;
792352;1735;STOŽICE;LJUBLJANA;742;5;;;1/1;;346;;
792352;1735;STOŽICE;LJUBLJANA;743/2;5;;;1/1;;254;;
792443;554;SPODNJA VOLIČINA;LENART;747/16;5;;;1/1;;38;;
792512;2318;BILJE;MIREN-KOSTANJEVICA;286/20;6;;;1/12;;554;;
792512;2318;BILJE;MIREN-KOSTANJEVICA;286/19;1;;;1/1;;541;;
792512;2318;BILJE;MIREN-KOSTANJEVICA;288/9;6;;;1/12;;733;;
790706;1627;PRIGORICA;RIBNICA;5392;7;;;1/1;;959;;
790724;791;SUHI VRH PRI RADLJAH;RADLJE OB DRAVI;306/8;5;;;1/1;;1372;;
790724;791;SUHI VRH PRI RADLJAH;RADLJE OB DRAVI;306/2;3;;;1/1;;580;;
790724;791;SUHI VRH PRI RADLJAH;RADLJE OB DRAVI;302/3;3;;;1/1;;110;;
790787;1959;DOMŽALE;DOMŽALE;4127/1;7;;;1/4;;410;;
790972;1911;KAMNIK;KAMNIK;29/1;1;;;26937/1000000;;701;;
791021;662;LAZNICA;MARIBOR;305/3;7;;;1/1;;10755;;
791021;662;LAZNICA;MARIBOR;305/5;7;;;1/1;;15446;;
791021;662;LAZNICA;MARIBOR;304/1;7;;;1/1;;1919;;
791027;1783;GROSUPLJE NASELJE;GROSUPLJE;1360;5;;;1/1;;354;;
791033;2248;TOLMIN;TOLMIN;637/6;3;;;1/1;;158;;
791243;2535;HARIJE;ILIRSKA BISTRICA;796/15;3;;;1/1;;141;;
791243;2535;HARIJE;ILIRSKA BISTRICA;796/10;7;;;1/1;;1112;;
791243;2535;HARIJE;ILIRSKA BISTRICA;796/14;3;;;1/1;;1428;;
790296;1082;TEHARJE;CELJE;1132/9;5;;;1/1;;104;;
790296;1082;TEHARJE;CELJE;1131/3;5;;;1/1;;28;;
790414;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;283/1;7;;;1/1;;380;;
790414;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;895/4;7;;;1/1;;547;;
790414;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;895/1;5;;;1/1;;188;;
790414;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;284/1;7;;;1/1;;1938;;
790414;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;895/5;7;;;1/1;;373;;
790417;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;283/2;7;;;1/1;;340;;
790417;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;284/2;7;;;1/1;;2332;;
790417;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;894/2;7;;;1/1;;2516;;
790417;556;GOČOVA;SV. TROJICA V SLOV. GORICAH;894/3;7;;;1/1;;477;;
790425;1488;HRUŠICA;NOVO MESTO;11/5;3;;;1/1;;160;;
790503;527;ZGORNJI GASTERAJ;SVETI JURIJ V SLOV. GORICAH;76/1;5;;;1/1;;3498;;
790527;2618;MOVRAŽ;KOPER;*95;5;;;1/2;;110;;
790527;2618;MOVRAŽ;KOPER;3205/7;5;;;1/2;;66;;
756870;2119;;;2031/1;1;;;1090/10000;;112;;
758256;1454;;;2178/8;5;;;1/1;;2588;;
758256;1454;DALJNI VRH;NOVO MESTO;2352;7;;;1/1;;155;;
790032;529;JUROVSKI DOL;SVETI JURIJ V SLOV. GORICAH;14/7;2;;;1/1;;740;;
790107;1886;ZAGORJE MESTO;ZAGORJE OB SAVI;1061/2;5;;;1/1;;21;;
790107;1886;ZAGORJE MESTO;ZAGORJE OB SAVI;1061/1;5;;;1/1;;6;;
790107;1886;ZAGORJE MESTO;ZAGORJE OB SAVI;1060/22;5;;;1/1;;16;;
790118;756;ZGORNJA LOŽNICA;SLOVENSKA BISTRICA;269/21;9;;;1/1;;1671;;
808436;2602;ROŽAR;KOPER;4883/2;3;;;1/1;;7;;
808463;2606;SEMEDELA;KOPER;6305/12;3;;;1/1;;85;;
808466;2606;SEMEDELA;KOPER;357/4;3;;;1/1;;22;;
808508;964;VELENJE;VELENJE;1247/2;3;;;1/1;;189;;
808521;964;VELENJE;VELENJE;1374/1;3;;;1/1;;726;;
808522;676;PEKRE;MARIBOR;600/85;5;;;1/1;;212;;
808522;676;PEKRE;MARIBOR;600/138;6;;;1/1;;13;;
808522;676;PEKRE;MARIBOR;600/139;6;;;1/1;;13;;
808522;676;PEKRE;MARIBOR;600/140;6;;;1/1;;13;;
808524;676;PEKRE;MARIBOR;600/86;5;;;1/1;;136;;
808524;676;PEKRE;MARIBOR;600/142;6;;;1/1;;13;;
808524;676;PEKRE;MARIBOR;600/141;6;;;1/1;;13;;
808525;676;PEKRE;MARIBOR;600/87;5;;;1/1;;236;;
808525;676;PEKRE;MARIBOR;600/144;6;;;1/1;;13;;
808525;676;PEKRE;MARIBOR;600/143;6;;;1/1;;13;;
808526;676;PEKRE;MARIBOR;600/150;6;;;1/1;;13;;
808526;676;PEKRE;MARIBOR;600/151;6;;;1/1;;13;;
808526;676;PEKRE;MARIBOR;600/323;5;;;1/1;;249;;
808526;676;PEKRE;MARIBOR;600/90;5;;;1/1;;194;;
808527;676;PEKRE;MARIBOR;600/19;5;;;1/1;;391;;
808528;676;PEKRE;MARIBOR;600/21;5;;;1/1;;378;;
808539;170;PINCE;LENDAVA;1736;7;;;7/12;;1499;;
808539;170;PINCE;LENDAVA;1560/1;5;;;1/1;;246;;
808540;724;GORICA;RAČE-FRAM;1013;7;;;1/1;;6820;;
808541;388;ROGOZNICA;PTUJ;827/94;5;;;1/1;;3433;;
808541;388;ROGOZNICA;PTUJ;825/7;5;;;1/1;;608;;
808541;388;ROGOZNICA;PTUJ;827/96;5;;;1/1;;3402;;
808542;554;SPODNJA VOLIČINA;LENART;827/4;7;;;1/1;;11;;
808542;554;SPODNJA VOLIČINA;LENART;827/2;7;;;1/1;;3694;;
808542;554;SPODNJA VOLIČINA;LENART;827/3;7;;;1/1;;2089;;
808542;554;SPODNJA VOLIČINA;LENART;826/3;7;;;1/1;;580;;
808542;554;SPODNJA VOLIČINA;LENART;826/2;7;;;1/1;;122;;
